text,love,joy,anger,sadness,fear,surprise,neutral
"""Welcome! How are you?"" replied the newcomer, and, generously declining the kind offers to make room for him at their tables, he came and sat down at my table, and as he sat down, he knocked over my coffee cup. Babaite nature!",0,1,0,0,0,0,1
"""Forgive me!""",0,0,0,0,0,0,1
"""Nothing, don't worry,"" I hastened to say, even though I didn't notice him worrying too much.",1,0,0,0,0,0,1
"""Ah! Are you Bulgarian? Good day, when is it? Ganyo Balkanski! Where were you from, your grace?""",0,1,0,0,0,0,0
I told him. We met.,0,0,0,0,0,0,1
"""I'm traveling the world with this empty gun oil,"" Bai Ganyu told me in a desperate voice.",0,0,0,0,0,0,1
"""What, isn't this trade going well?""",0,1,0,0,0,0,1
"""Well, let me tell you the truth, sir, it doesn't work!""",0,0,1,0,0,0,0
"""Why so?""",0,1,0,0,0,0,1
"— Why! We're pulling from our heads. Once upon a time — when you said Bulgarian butter, they would run like wasps to honey, and now, this faith! You walk into a soap shop, and as soon as you say you're Bulgarian, they say ""bonjour,"" and suddenly ask you ""Essence-derose""? — and both ask and laugh. Well, who cares about the laughter, you just pretend to believe there is, but they don't! Give me, he says, one gram for a sample. He's mocking you! How are you going to give him one gram? You'll pour one gram — you'll spill two. ""But, my friend,"" I tell him, ""this butter is not what you think, this is pure butter."" — ""Ehe,"" he says, ""and you all talk like that, you keep singing that song."" — He tells you like that, in your eyes, he doesn't want to know you at all. But still, it's trying to be empty, even if it's empty!... Anatolia ate our heads! Well, brother, it's not one, it's not two: like they've been dragging Syriacs across Europe: Anatolians, Armenians, Turks, Greeks, and they lie, and they deceive the world, and they've burned this one, and they've patched that one up — they've corrupted the people! When you smell a gyul to them — they're looking for their collar!...",0,0,0,0,0,0,1
"The innocent East stood out before me with all its charms. To complete the picture, on all the tables around us, backgammons were rattling, cards were clapping—noise and smoke to the heavens!",0,0,0,0,0,0,1
"""I really like our boys,"" said Bai Gagno, looking at the players. ""Young people! There are such Serbs among them that they give professors a lot of credit! For example, let's say that boy, the older one, have you seen him? Who plays the otu-bir. Do you know that he has three medals!... For the Serbian war, for merit and I don't know for what yet. He was a forensic investigator, he knows the laws by heart. What else he should have studied, hey - the money is stinging him! Three months since he came here, but listen to him, he speaks French like a rascal! Don't let him have lessons, he's going to blow his head off! He should have become a doctor by now, but people here are stubborn. The rector, hey, he won't let him. He can't, hey, he told him, in three months, you can become a doctor, hey. And how could he not, when the boy knows; Just stand up for him, he'll tell you all the laws, he knows them by heart. The rector told him, you can't, you can only read it in three months, let alone study it. Our Serb - no, I'll be a doctor in three months. That one - no, you can't. - Can't you? - You can't! Because when ours catches fire one day, when he gets dirty, the matte mascara did it... Really, no, ask him if you want... I believed Mr. Ganya and didn't go ask the winner of the three medals.",1,0,0,0,0,0,1
"He continued: ""And do you know how this thing happened? It's not just that the rector was stubborn and wouldn't let the boy become a doctor, but he was also a doyen, and he was a doyen, and he was a doyen, and he was a doyen. Your Grace, you know what a ""doyen"" is... that's what they have there... you know... Our guy presented them with a bunch of certificates - from the city council, from the prosecutor, and a list of his service, and what not. But do you understand a stubborn person? And he's not, you know, just some kid, but a forensic investigator! And with three medals on his chest, please!... The rector started nagging him that in order to be useful to himself and his people - what does that matter to him! - he had to go through a whole course regularly, that even a longer life abroad would be of use to him - you idiot! - and a lot of that old-fashioned nonsense."" So leave the rector, well — Petko and the men — and the doyenne calls out: ""Yes, kai, and I recommend you listen to the rector's advice!"" Hey! As our cell boils, as he gapes: ""Well, you — kai — why are you calling, are you going to become the rector's lawyer!..."" Then the doyenne shook him off! — Those people have their tails curled, they can't say anything!... Hey, gerson! Yun kave!... No, whatever you want, your grace, but we have open-minded guys. Ashkolsun!...",0,0,0,0,0,0,1
"""Gerson, hey! You're welcome,"" shouted Bai Ganyo.",1,1,0,0,0,0,0
“Monsieur!” the agile waiter responded.,0,0,0,0,0,0,1
"""You can bring a Bulgarian newspaper,"" ordered Bai Gagno, and then, turning to me, he added: ""I haven't forgotten those French wags.""",0,0,0,0,0,0,1
"The waiter brought him coffee and some stained covers, in which were attached several Bulgarian newspapers, torn at the edges.",0,0,0,0,0,0,1
"""Wait and see what news there is, what's going on in the world,"" said Bai Gagno, opening the covers and delving into politics. I watched from the sidelines as he greedily, with pleasure, devoured the entrefilte, smiled and with his eyes shining, every now and then let out a ""bravo!"" At one point, filled, it seems, with admiration, he turned to me:",1,1,0,0,0,0,0
"""Oh, they got it all dirty! Listen, let me read it to you...""",0,0,1,0,0,0,1
"""Excuse me, Mr. Balkanski, at least here I want to rest my ears from this politics,"" I said and got up from my chair, ""goodbye!""",0,0,0,0,0,0,1
"— But just listen to this: ""That thieving bunch of pimps, thieves, and scumbags who stick their faces in the filth..."" Wait, it gets even better later!...",0,0,0,0,0,0,1
"""No, no! Goodbye, Mr. Balkanski,"" I shouted resolutely and left.",0,0,1,0,0,0,0
