Source File,Content,Translated Content
02_georgia_to_recognise.csv,"„გვქონდა ასეთი მოცემულობა – ჩვენი მოქალაქეები 4-წლიან პროგრამაზე გადიოდნენ ზუსტად იმავე რაოდენობის საგნებს და იღებდნენ იმავე კვალიფიკაციას, როგორსაც 5-წლიან დაუსწრებელზე. აქამდე არსებული კანონმდებლობის თანახმად, 5-წლიანი უთანაბრდებოდა მაგისტრის ხარისხს, ხოლო 4-წლიანს ენიჭებოდა ბაკალავრის ხარისხი. ცვლილებების საფუძველზე, ის, ვინც 4-წლიანი პროგრამა დაასრულა, მაგისტრის ხარისხთან გათანაბრებულ დიპლომს მიიღებს, რაც მნიშვნელოვნად შეუწყობს ხელს მოქალაქეთა დასაქმებას მათთვის სასურველი მიმართულებით.","""We had the following situation: our citizens in 4-year programs were taking exactly the same number of subjects and receiving the same qualification as those in 5-year distance learning programs. According to the legislation in place until now, the 5-year program was equated to a Master’s degree, while the 4-year program was awarded a Bachelor’s degree. Based on the changes, those who completed a 4-year program will receive a diploma equivalent to a Master’s degree, which will significantly facilitate the employment of citizens in their desired fields."""
02_georgia_to_recognise.csv,"2010 წლამდე, სანამ ერთიანი სისტემა ჩამოყალიბდებოდა, განათლების სფეროში არ არსებობდა რეესტრი, რომელიც სტუდენტების ინფორმირებას უზრუნველყოფდა. იყო შემთხვევები, როდესაც კონკრეტული უნივერსიტეტები, რომლებსაც არ ჰქონდათ აკრედიტაცია მინიჭებული, არ ეუბნებოდნენ აბიტურიენტებს ამის შესახებ და მათ ისე რიცხავდნენ. შემდგომში, როდესაც გასცემდნენ დიპლომს, კურსდამთავრებულებს უკვე ამ დოკუმენტის აღიარებაზე ექმნებოდათ პრობლემები.","Before 2010, until a unified system was established, there was no registry in the field of education to ensure that students were kept informed. There were cases where specific universities that had not been granted accreditation failed to inform applicants and enrolled them anyway. Subsequently, when diplomas were issued, graduates faced problems regarding the recognition of these documents."
02_georgia_to_recognise.csv,"ამასთან, რიგ უმაღლეს საგანმანათლებლო დაწესებულებებს ჰქონდათ ავტორიზაცია გარკვეული პერიოდის განმავლობაში და შემდეგ სწავლის პერიოდში შეუწყდათ. ამის შესახებაც არ იყვნენ ინფორმირებულნი სტუდენტები და შემდგომში ამ უნივერსიტეტდამთავრებულ ადამიანებს ჰქონდათ პრობლემები.","Furthermore, a number of higher education institutions were authorized for a certain period, but their authorization was revoked during the period of study. Students were not informed about this either, and subsequently, these graduates faced problems."
02_georgia_to_recognise.csv,"წარმოდგენილი საკანონმდებლო ცვლილებები საბოლოოდ დაუსვამს წერტილს იმ ხანგრძლივ, პრობლემურ პროცესებს, რომლებსაც ჩვენი მოქალაქეები დიპლომის აღიარებისთვის გადიან – მიდიან სასამართლოში, ასაჩივრებენ პროცესებს, რაც დროსთან და ძალისხმევასთან არის დაკავშირებული. ეს ყველაფერი ერთხელ და სამუდამოდ ისტორიას ჩაბარდება და ათასობით ჩვენი მოქალაქის დიპლომი აღიარებული იქნება“, – განაცხადა გივი მიქანაძემ.","""The proposed legislative changes will finally put an end to the lengthy and problematic processes our citizens undergo for diploma recognition—going to court and appealing decisions, which involve significant time and effort. All of this will become a thing of the past once and for all, and the diplomas of thousands of our citizens will be recognized,"" stated Givi Mikanadze."
03_good_friday.csv,წითელი პარასკევი სამების საკათედრო ტაძარში,Good Friday at the Holy Trinity Cathedral
03_good_friday.csv,"დღეს წითელი პარასკევია – ვნების კვირეულის ყველაზე მძიმე დღე. მართლმადიდებელი ეკლესია იესო ქრისტეს ჯვარცმას, ჯვრიდან გარდამოხსნასა და დაკრძალვას იხსენებს.","Today is Good Friday – the most solemn day of Passion Week. The Orthodox Church commemorates the crucifixion, the deposition from the Cross, and the burial of Jesus Christ."
03_good_friday.csv,"საპატრიარქო ტახტის მოსაყდრე, მიტროპოლიტი შიო ყოვლადწმინდა სამების სახელობის საპატრიარქო ტაძარში დიდ ჟამნობას, მწუხრის ჟამს და გარდამოხსნის გამოსვენებას ასრულებს.","The Locum Tenens of the Patriarchal Throne, Metropolitan Shio, is officiating the Royal Hours, Vespers, and the bringing out of the Epitaphios (Shroud) at the Holy Trinity Patriarchal Cathedral."
03_good_friday.csv,"წითელ პარასკევს ტაძრებში წირვა არ აღევლინება, რადგან, სახარების თანახმად, ადამიანთა ცოდვებისგან გამოსახსნელად უფალმა საკუთარი თავი მსხვერპლად შესწირა. მსახურებისას სამეუფო ჟამნი სრულდება, რომლის დროსაც უფლის ვნების შესახებ სახარება იკითხება.","On Good Friday, the Divine Liturgy is not celebrated in churches because, according to the Gospel, the Lord sacrificed Himself to redeem humanity from their sins. During the service, the Royal Hours are performed, during which the Gospel accounts of the Lord's Passion are read."
04_metropolitan_shio.csv,"მეუფე შიო მუჯირი - უფალს შეწევნისთვის თუ მივმართავთ, ჩვენი სურვილი ნამდვილი და ძლიერი თუ იქნება, ის აუცილებლად მოვა თავისი მადლით, გამოგვასწორებს, განგვწმენდს","Metropolitan Shio Mujiri - If we turn to the Lord for help, and if our desire is sincere and strong, He will surely come with His grace, correct us, and purify us."
04_metropolitan_shio.csv,"უფალი ელოდება ჩვენგან, რომ ჩვენი ცოდვებით დამძიმებული, დაჭრილი სული ვაიძულოთ, მივმართოთ ხსნისა და წყალობისთვის. ჩვენი გამოსწორება, შინაგანი ცვლილება მხოლოდ ღმერთს შეუძლია. ჩვენი ძალებით ეს არ ძალგვიძს, – ამის შესახებ საპატრიარქო ტახტის მოსაყდრემ, სენაკისა და ჩხოროწყუს მიტროპოლიტმა შიომ (მუჯირი) სამების ტაძარში ქადაგებისას განაცხადა, სადაც ცოტა ხნის წინ გარდამოხსნის წესი შესრულდა.","""The Lord expects us to compel our wounded souls, burdened by sins, to turn to Him for salvation and mercy. Only God can bring about our correction and internal transformation; we are unable to do this by our own strength,"" stated the Locum Tenens of the Patriarchal Throne, Metropolitan Shio (Mujiri) of Senaki and Chkhorotsqu, during his sermon at the Holy Trinity Cathedral, where the Rite of the Deposition from the Cross was recently performed."
04_metropolitan_shio.csv,"მეუფე შიოს თქმით, „ჩვენი სურვილი თუ ნამდვილი, ძლიერი და სერიოზულია, უფალი აუცილებლად მოვა თავისი მადლით, გამოგვასწორებს და განგვწმენდს“.","According to Metropolitan Shio, ""if our desire is genuine, strong, and serious, the Lord will surely come with His grace, reform us, and purify us."""
04_metropolitan_shio.csv,"„ჩვენი ეკლესიის დიდებული და უძველესი ღვთისმსახურების მეშვეობით, რომელიც შეადგინეს დიდმა წმინდა მამებმა, ცნობილმა ჰიმნოგრაფებმა, საუკეთესო პოეტებმა, მოაზროვნეებმა, ბრძენკაცებმა, გვაქვს საშუალება, არა მხოლოდ შევიტყოთ უფალ იესო ქრისტესთან დაკავშირებული ამბები სახარებიდან, არამედ ღვთისმსახურების მეშვეობით გავხდეთ ამ ამბების მონაწილენი. ამიტომ ჩვენ დღეს გამოვაბრძანეთ წმინდა გარდამოხსნა და ყველანი ვართ მონაწილენი ამ მოვლენის.","""Through the glorious and ancient divine services of our Church, composed by the great Holy Fathers, renowned hymnographers, the finest poets, thinkers, and sages, we are given the opportunity not only to learn of the events concerning the Lord Jesus Christ from the Gospel but, through these services, to become participants in those events. Therefore, today we have brought forth the Holy Shroud, and we are all participants in this event."""
04_metropolitan_shio.csv,"აქ შეკრებილნი არიან, შეკრებილნი ვართ არა ისინი, ვინც ცოტა ხნის წინ ყვიროდნენ – ჯვარს აცვი, ჯვარს აცვი იგი, არამედ ვინც ვეუბნებით უფალს – შეგვინდე უფალო. ჩვენ ეკლესიის მიერ ვართ განსწავლულნი, ვიცით ეკლესიის სწავლება, რომ ჩვენი ცოდვებით კვლავ და კვლავ ჯვარს ვაცვამთ უფალს, იგი მოვიდა დედამიწაზე, განკაცდა, ივნო და მოკვდა იმისთვის, რომ განგვათავისუფლოს ცოდვების ტყვეობის, ცოდვების ტვირთისგან.","Those gathered here, we who are gathered, are not those who a short while ago were shouting – crucify Him, crucify Him, but rather those of us who say to the Lord – forgive us, Lord. We are instructed by the Church, we know the teaching of the Church, that through our sins we crucify the Lord again and again; He came to earth, became incarnate, suffered, and died in order to liberate us from the captivity of sin, from the burden of sins."
04_metropolitan_shio.csv,"ვინ იყო პირველი ადამიანი, ვინც უფალმა გაათავისუფლა ამ ტვირთისგან? – ერთ-ერთი ჯვარცმული ავაზაკი, გონიერი ავაზაკი, რომელმაც ისე განიცადა უდანაშაულო მაცხოვრის ტანჯვები, რომ თავისი ცოდვები აღიარა და სინანულით მიმართა მაცხოვარს ჯვარიდან. უფალიც სწორედ ამას ელოდება ჩვენგან, რომ ჩვენი ცოდვებით დამძიმებული, დაჭრილი სული ვაიძულოთ, მივმართოთ ღმერთს ხსნისა და წყალობისთვის.","Who was the first person whom the Lord released from this burden? – One of the crucified thieves, the Wise Thief, who was so moved by the sufferings of the innocent Savior that he confessed his sins and turned to the Savior from the cross with repentance. This is exactly what the Lord expects from us: that we compel our wounded souls, burdened by our sins, to turn to God for salvation and mercy."
04_metropolitan_shio.csv,"მრავალი ჩვენგანი, და ზოგიერთი წლების განმავლობაშიც კი, დამოუკიდებლად ცდილობს, რაღაც გამოასწოროს თავის სულში, თავის ცხოვრებაში ღმერთის გარეშე, თავისი ძალებით. ეს უშედეგო მცდელობაა. მხოლოდ ამპარტავნული, უგუნური მცდელობაა, რადგან ჩვენი გამოსწორება, შინაგანი ცვლილება მხოლოდ ღმერთს შეუძლია. ჩვენი ძალებით ეს არ ძალგვიძს. შეიძლება, გარეგნულად ოდნავ შევცვალოთ ჩვენი ქცევა, მაგრამ ჩვენთვის მიუღწეველია, შევიცვალოთ შინაგანად, როგორც ამბობს უფალი, რომ უჩემოდ არაფერი შეგიძლიათ.","Many of us, some even for years, try independently to fix something in our souls and in our lives without God, relying on our own strength. This is a futile effort. It is merely a proud and foolish attempt, for only God can correct us and bring about internal change. We are unable to do this by our own power. We may slightly change our behavior externally, but it is impossible for us to change internally, just as the Lord says: ""Without me, you can do nothing."""
04_metropolitan_shio.csv,"ძვირფასო ძმებო და დებო, უფალს სურს ჩვენი გამოსწორება და განწმენდა. შეგახსენებთ, ერთხელ მასთან მივიდა სნეული და მიმართა, უფალო, თუ გნებავს, შეგიძლია, განმწმინდოო. რა მიუგო უფალმა? – მნებავს, განიწმინდეო. უფალს ეს სურს. დაემთხვა ადამიანისა და ღმერთის ნება და ის ადამიანი განიკურნა.","Dear brothers and sisters, the Lord desires our correction and purification. Let me remind you, once a sick man came to Him and said: ""Lord, if You will, You can cleanse me."" What did the Lord reply? – ""I will; be cleansed."" The Lord desires this. The will of man and God coincided, and that person was healed."
04_metropolitan_shio.csv,"ასე რომ, ჩვენი გამოსწორებაც, განწმენდაც უფალს უფრო მეტად სურს, ვიდრე ჩვენ გვინდა. ჩვენი სურვილი თუ ნამდვილი, ძლიერი, სერიოზულია და მივმართავთ უფალს შეწევნისთვის, ის აუცილებლად მოვა თავისი მადლით, გამოგვასწორებს და განგვწმენდს. ღმერთმა დაგლოცოთ და გაგაძლიეროთ. ვევედროთ უფალს, მოგვცეს ძალა, შეწევნა, რომ ვიაროთ ჭეშმარიტების, სინათლის გზით და ქრისტესთან ერთად, ამინ“, – განაცხადა მეუფე შიომ.","""So, the Lord desires our correction and purification even more than we do. If our desire is genuine, strong, and serious, and we turn to the Lord for help, He will surely come with His grace, correct us, and purify us. May God bless you and strengthen you. Let us pray to the Lord to give us strength and assistance to walk the path of truth and light, and together with Christ, amen,"" stated Metropolitan Shio."
05_people_power.csv,"დიმიტრი ხუნდაძე - მხოლოდ მშვიდობაა ის აუცილებელი პირობა, რაც ეკონომიკის განვითარებას შეუწყობს ხელს, საქართველო თავისი იმპროვიზაციული პოლიტიკით სწორი მიმართულებით მიდის",Dimitri Khundadze - Only peace is the necessary condition that will facilitate economic development; Georgia is moving in the right direction with its improvisational policy.
05_people_power.csv,"მხოლოდ მშვიდობაა ის აუცილებელი პირობა, რაც ეკონომიკის განვითარებას შეუწყობს ხელს, – ამის შესახებ „ხალხის ძალის“ გენერალურმა მდივანმა, დიმიტრი ხუნდაძემ განაცხადა.","""Only peace is the necessary condition that will promote economic development,"" stated Dimitri Khundadze, General Secretary of ""People's Power."""
05_people_power.csv,"საქართველოს, როგორც შუა დერეფნის ერთ-ერთი მნიშვნელოვანი მოთამაშის როლზე საუბრისას დიმიტრი ხუნდაძემ აღნიშნა, რომ  ქვეყნის ეკონიმიკური განვითარება შეუნარჩუნებს ქვეყანას რეგიონის ლიდერის ფუნქციას.","While speaking about Georgia's role as one of the key players in the Middle Corridor, Dimitri Khundadze noted that the country's economic development will maintain its position as a regional leader."
05_people_power.csv,"მისი თქმით, ამის მიღწევა მხოლოდ მშვიდობის არსებობის პირობებშია შესაძლებელი, რადგან ომი და განვითარება ერთად წარმოუდგენელია.","According to him, this can only be achieved under conditions of peace, as war and development are inconceivable together."
05_people_power.csv,"„ქვეყნის სატრასპორტო შესაძლებლობების გამოყენებისათვის აუცილებელი პირობაა მშვიდობა. რამდენიმე დღის წინ, როცა ახლო აღმოსავლეთში ვითარება უკიდურესად დაიძაბა, სატრასპორტო-საჰაერო რუკაზე მხოლოდ საქართველოს საჰაერო სივრცე იყო გადატვირთული. ეს იყო ძალიან პატარა მაგალითი იმ დიდ სურათში, რასაც ვამბობ, რომ სატრანზიტო ფუნქციის შესრულებისათვის აუცილებელი პირობაა მშვიდობა.","""Peace is an essential prerequisite for utilizing the country's transport potential. A few days ago, when the situation in the Middle East became extremely tense, only Georgia's airspace was congested on the air transport map. This was a very small example within the larger picture of what I am saying: that peace is a necessary condition for fulfilling the transit function."""
05_people_power.csv,"როგორ შეიძლება, ქვეყანა უერთდებოდეს სანქციებს, როდესაც ამით ვერავითარ შედეგეს, თუნდაც დამკვეთისათვის, ვერ მიიღებ? როგორ წარმოგიდგენიათ ქართული სანქციებით რუსეთის ეკონომიკის დანგრევა? ჩვენი ოპონენტები აყენებენ საკითხს, რომ სოციალური მდომარეობის გაუმჯობესებისათვის უნდა გადაიდგას აქტიური ნაბიჯები, პენსიები და ხელფასები უნდა გაიზარდოს, სამუშაო ადგილები უნდა შეიქმნას, ტურიზმი უნდა განვითარდეს და ა.შ. პირდაპირ ციფრებად აქვთ წარმოდგენილი წინადადებები. მაგალითად, გახარიას პარტიის წარმომადგენლებმა შემოიტანეს ინიციატივა, რომ მინიმალური ხელფასი უნდა იყოს 1050 ლარი. „ლელო“ აყენებს საკითხს, რომ 1 000 ლარამდე გაიზარდოს პენსია და ეს ყველაფერი სანქციების ფონზე უნდა მოხდეს? ომის ვითარებაში ეს ხომ წარმოუდგენელია?!","How can a country join sanctions when no results can be achieved through them, not even for those requesting them? How do you imagine destroying the Russian economy with Georgian sanctions? Our opponents argue that active steps must be taken to improve social conditions, that pensions and salaries should be increased, jobs should be created, tourism should be developed, and so on. They have presented their proposals in specific figures. For example, representatives of Gakharia's party introduced an initiative stating that the minimum wage should be 1,050 GEL. ""Lelo"" proposes increasing the pension to 1,000 GEL—and all of this is supposed to happen against the backdrop of sanctions? In a war situation, this is simply unimaginable!"
05_people_power.csv,"ეს არის თვალთმაქცურად კეთილშობილური განცხადებები. ზოგს წამოსცდება ხოლმე, რომ სჯობს, ცხელი ბომბები ცვიოდეს, ვიდრე მშვიდობა იყოს საქართველოში. განვითარება და ომი – ეს ორი რამ შეუთავსებელია. საქართველო თავისი იმპროვიზაციული პოლიტიკით, ფაქტია, რომ სწორად მიდის.","These are hypocritically noble statements. Some people occasionally let it slip that it would be better for hot bombs to be falling than for there to be peace in Georgia. Development and war – these two things are incompatible. It is a fact that Georgia, with its improvisational policy, is moving in the right direction."
05_people_power.csv,"შედარებისთვის, უკრაინაში დღეს არავინ ფიქრობს პენსიების მომატებაზე, სკოლების და საბავშვო ბაღების აშენებაზე. უკრაინაში მხოლოდ ერთი საფიქრალია, რამენაირად გადარჩეს ოჯახის ესა თუ ის წევრი. 10 მილიონზე მეტი ადამიანია უკვე დევნილადაა ქცეული, ეკონომიკა განადგურებულია.","For comparison, in Ukraine today, no one is thinking about increasing pensions or building schools and kindergartens. In Ukraine, there is only one concern: that family members somehow survive. More than 10 million people have already become displaced, and the economy is devastated."
05_people_power.csv,"ჩვენთან კი ბოლო ერთი წლის განმავლობაში ტურიზის მაჩვენებელმა მოიმატა. 4,4 მილიარდი იყო 2024 წელს, 2025 წელს კი დაფიქსირდა 4,7. ინვესტიციები იზრდება, ქვეყნის ეკონომიკა 100 მილიარდამდე გაიზარდა. სწორედ, აი, აქ არის იმის შესაძლებლობა, რომ ინფრასრუქტურა განვითარდეს, შემოვიდეს ინვესტიციები და კიდევ მეტი ტურისტი. შემდეგ უკვე შესაძლებლებელი იქნება პენსიების უფრო სწრაფად მატება, სამუშაო ადგილების მეტი ინტენსივობით შექმნა – ბოლო პერიოდში 40 ათასით გაიზარდა.","In our country, tourism indicators have increased over the past year. It was 4.4 billion in 2024, and 4.7 was recorded in 2025. Investments are growing, and the country's economy has increased to 100 billion. This is precisely where the opportunity lies for infrastructure to develop, for investments to flow in, and for even more tourists to arrive. Subsequently, it will be possible to increase pensions more rapidly and create jobs with greater intensity—the number of which has increased by 40,000 recently."
05_people_power.csv,"იმას კი არ ვამბობ, რომ ყველაფერი იდეალურად არის, მე ვამბობ, რომ ამ ურთულეს პერიოდში ასეთი პოლიტიკით არათუ მშვიდობა შევინარჩუნეთ და ომი ავიცილეთ, არამედ ყველა მიმართულებით შევძელით, რომ არის უკეთესი, ვიდრე იყო გუშინ, მაგრამ ეს საკმარისი არ არის და კიდევ უკეთესი გვინდა“, – განაცხადა დიმიტრი ხუნდაძემ.","“I am not saying that everything is perfect; I am saying that in this most difficult period, with such a policy, we have not only maintained peace and avoided war, but we have also managed to make things better in every direction than they were yesterday. However, this is not enough, and we want even better,” stated Dimitri Khundadze."
06_tbilisi_offers_free_metro.csv,აღდგომის დღესასწაულთან დაკავშირებით თბილისში მეტროთი და ავტობუსით მგზავრობა უფასო იქნება,"In connection with the Easter holiday, travel by metro and bus in Tbilisi will be free."
06_tbilisi_offers_free_metro.csv,აღდგომის დღესასწაულთან დაკავშირებით თბილისის მეტრო 12 აპრილის 04:00 საათამდე იმოძრავებს და 11 აპრილის 23:00-დან 12 აპრილის 04:00 საათამდე მგზავრობა უფასო იქნება. ინფორმაციას თბილისის მერია ავრცელებს.,"In connection with the Easter holiday, the Tbilisi Metro will operate until 04:00 on April 12, and travel will be free from 23:00 on April 11 to 04:00 on April 12. The information is released by the Tbilisi City Hall."
06_tbilisi_offers_free_metro.csv,"ამასთან, დედაქალაქის მერიის გადაწყვეტილებით, 12-13 აპრილისთვის დაწესდა ავტობუსის ცხრა დროებითი მარშრუტიც.","Additionally, by the decision of the capital's City Hall, nine temporary bus routes were also established for April 12-13."
06_tbilisi_offers_free_metro.csv,"„ავტობუსები მგზავრებს 08:00-დან 20:00 საათამდე მუხათგვერდის, ვაშლიჯვრის, კუკიის, ახალი კუკიის, მახათას, საბურთალოს, ღრმაღელის, ველისა და ვარკეთილის სასაფლაოების მიმართულებით გადაიყვანენ.","""Buses will transport passengers from 08:00 to 20:00 to the Mukhatgverdi, Vashlijvari, Kukia, New Kukia, Makhata, Saburtalo, Grmaghele, Veli, and Varketili cemeteries."""
06_tbilisi_offers_free_metro.csv,"ავტობუსები იმოძრავებენ მეტროსადგურებიდან: „მარჯანიშვილი“, „დელისი“, „სარაჯიშვილი“, „ვარკეთილის“ მიმდებარე ტერიტორიიდან, ასევე, „დიდუბის“ ზედა გასასვლელიდან, სადგურის მოედნიდან („თბილისი ცენტრალის“ პირდაპირ), ბესარიონ ჭიჭინაძის ქუჩიდან (კორპუსი N25-ის პირდაპირ) და ვარკეთილის III მასივიდან – შუამთისა და აბაშვილის ქუჩების გადაკვეთიდან.","Buses will operate from the metro stations: ""Marjanishvili,"" ""Delisi,"" ""Sarajishvili,"" and the area adjacent to ""Varketili,"" as well as from the upper exit of ""Didube,"" Station Square (opposite ""Tbilisi Central""), Besarion Chichinadze Street (opposite Building N25), and Varketili III Micro-district – from the intersection of Shuamta and Abashvili streets."
