text,anger,disgust,fear,joy,sadness,surprise,neutral
"“The author of the report for this resolution is Juknevičienė, who is distinguished by her fascist statements toward the Georgian people, which is telling. In a few days, we will once again mark the Day of Victory over Fascism, and it is symbolic that just a few days before May 9th, Juknevičienė—a person known for her fascist statements toward the Georgian people—is the author of this resolution,” Papuashvili notes.",0,0,0,0,0,0,1
"Furthermore, according to Papuashvili, ""it is Brussels and foreign funding that are killing free media in Georgia and subjugating the media for their own propaganda.""",1,0,0,0,0,0,1
"As for the question regarding the review of visa-free travel and whether ""Georgian Dream"" feels responsible for it, according to the Speaker of Parliament, ""Mikheil Saakashvili's fan club will threaten the Georgian people with various instruments.""",0,0,0,0,0,0,1
"""As for the European Parliament, Mikheil Saakashvili's fan club should not talk to us about any values, any rules, or any laws; they are Mikheil Saakashvili's fan club, and that says it all.""",0,0,0,0,0,0,1
"When you are a member of the fan club of a dictator, a torturer, a corrupt person, it is a verdict.",0,0,0,1,0,0,1
"It is clear that Mikheil Saakashvili's fan club will threaten the Georgian people with various tools. There is nothing surprising about this. Just as they have tried to harm us at other times, they will ultimately fail. They will not achieve the main thing: getting the Georgian people to act according to their political agenda.",1,0,0,0,0,0,1
"""They are interested neither in Georgian journalism nor in the well-being of the Georgian people. The only thing that Juknevičienė and people with similar obsessions are interested in is using Georgia as a weapon against Russia. We are seen as a weapon against Russia; they see no other purpose for our people,"" stated Shalva Papuashvili.",0,0,0,0,0,0,1
"Shalva Papuashvili - Today's disrupted international system is characterized by geopolitical tension, economic uncertainty, and changing security dynamics. (07.05.2026, 13:57)",0,0,0,0,0,0,1
"""It is a great honor for me to participate in the discussion on parliamentary diplomacy within the framework of the first Summit of Speakers and Presidents of Parliaments of PAM member and partner countries. Georgia's historical ties with the Mediterranean region date back millennia, and we are pleased to continue this tradition since officially regaining our independence 35 years ago,"" stated the Speaker of the Parliament of Georgia, Shalva Papuashvili, during his speech at the first Summit of Speakers of Parliaments of member and partner countries of the Parliamentary Assembly of the Mediterranean (PAM).",0,0,0,1,0,0,0
"As Shalva Papuashvili noted, today's disrupted international system is characterized by geopolitical tensions, economic uncertainty, and shifting security dynamics.",0,0,0,0,0,0,1
"According to him, society is witnessing the collapse of the rules-based international order, which is an alarming process and calls into question the foundations of stability, cooperation, and trust between states.",0,0,0,0,0,0,1
"""It is a special honor to address you from the position of the President of PABSEC, which gives me the opportunity to voice the concerns of parliamentarians from the Black Sea region countries. Today, our region is at the epicenter of global instability—the Russia-Ukraine war is ongoing, which has already lasted for more than four years.""",0,0,0,1,0,0,0
"How can parliamentary diplomacy contribute to regional peace and interregional cooperation? At a time when global organizations are failing to achieve results, regional formats are presented with a unique opportunity to change reality for the better: we are united by common pragmatic interests directly delegated to us by our populations, as parliaments are the direct expression of the people's will.",0,0,0,0,0,1,1
"Accordingly, regional associations create a framework through which neighboring countries can engage in dialogue, discuss common challenges, and reach practical solutions. The Mediterranean, Black Sea, and Gulf regions are interconnected spaces where strengthened cooperation can yield tangible results. Enhanced parliamentary exchanges could serve as a bridge for stability, innovation, and sustainable development. These links will provide additional opportunities for peace.",0,0,0,1,0,0,1
Which main areas of interregional cooperation can be identified to achieve peace and stability?,0,0,0,0,0,1,0
"""Connectivity occupies a central place in this cooperation. The development of strategic transit routes, including the Middle Corridor, is reshaping trade and economic relations between Europe and Asia. These corridors are channels of cooperation that bring our regions closer together and reduce the vulnerability of global supply chains. The issue of connectivity is closely linked to energy security, which has become a crucial theme for our common future. Diversification of energy sources and routes is essential to ensure stability and resilience, especially for Europe. By strengthening cooperation on alternative energy resources and infrastructure, we will promote economic growth and create a more secure and sustainable energy environment,"" stated Shalva Papuashvili.",0,0,0,1,0,0,0
"Shalva Papuashvili addresses Pawel Herczynski in a letter (08.05.2026, 10:34)",0,0,0,0,0,0,1
"The Chairman of the Parliament of Georgia, Shalva Papuashvili, addresses the EU Ambassador, Pawel Herczynski, with a letter.",0,0,0,0,0,0,1
Papuashvili publishes a letter on social media and writes that he is addressing Herczynski regarding Europe Day.,0,0,0,0,0,0,1
"„Happy Europe Day. On this significant day, beyond the symbolic celebration, we must reflect on what Europe truly is, how its importance is reflected in the lives of citizens, and how it shapes the future of Georgia and the European Union.“",0,0,0,1,0,0,0
"Robert Schuman, one of the founding fathers of the European Union and a great French statesman, made his historic declaration on this very day, the fifth anniversary of the end of the Second World War. The ""Schuman Declaration"" was founded on one primary goal: to ensure that war would never again devastate Europe. The spirit of the declaration was clear—peace through unity, cooperation through mutual respect, and stability through shared responsibility. The European Union's current policies must also be evaluated against the backdrop of this vision.",0,0,0,1,0,0,1
"Unlike Robert Schuman, in your address to the Georgian people on Europe Day last year, you chose to ignore the anniversary of the end of the Second World War and, instead, focused on your political grievances against the host country. However, it is perhaps worth reminding that without the parents and grandparents of today’s generations of Georgians, alongside other anti-fascist nations, fascism would not have been defeated, and neither the European Union nor Europe Day would exist. There is not a single family in Georgia that did not make a sacrifice in this war. Separating Europe Day from Victory Day is unacceptable to us. Therefore, I hope that on May 9th, at your gathering, you will pay proper tribute to the 300,000 Georgians who laid down their lives for a Europe free from fascism.",1,0,0,0,0,0,1
"""European unity was not achieved, and we got war"" – the actions of the European Union's current leadership show that it fails to grasp this fundamental conclusion of the Schuman Declaration. The current policy of the European Union leaves no room for any other explanation than that it is aimed at deepening confrontation and increasing disagreements. The unfair and politically motivated resolutions of the European Parliament, numerous threats of political and economic retribution, and constant interference in Georgia's internal affairs are just a few examples of deliberate attempts aimed at inciting confrontation both within Georgia and in Georgia-EU relations. A truly united Europe is one that not only prevents future wars but also brings current conflicts to an end. Unfortunately, however, no intention of achieving unity between the Georgian people and the European Union is evident in Brussels' policy toward Georgia.",1,0,0,0,0,0,1
"""Europe will not be made all at once, or according to a single plan,"" Robert Schuman stated in his famous declaration. Unfortunately, today we see that these wise words of Schuman are being ignored, while European Union policy is being implemented based on narrow political interests and false, artificially created ideologies that disregard the cultural richness, ideological diversity, and political pluralism of the European population. The attempt to impose political and ideological frameworks on Georgia on its path toward European integration is a prime example of this narrow, futile, and superficial policy.",1,0,0,0,0,0,1
"The Georgian people do not need to be shown the direction toward the European path. Georgia itself is a co-creator of European civilization; therefore, wherever Georgia is, Europe is there as well. European integration must not mean Brussels' unilateral dominance over Georgia; rather, it should be the genuine strengthening of our historical ties with other European nations, as equals among equals.",0,0,0,0,0,0,1
"Europe Day should also remind us that no leadership of the European Union can abolish such European ideals as national independence, Christian values, and the traditional way of life, simply because they hold different ideological views. It is precisely an incompatibility with this founding spirit of the European Union that is manifested by those who are excessively preoccupied with so-called “regime change” plans against democratically elected governments, impose ideologies incompatible with human nature, and, by disregarding differences in traditions, attempt to establish a uniform way of life.",0,0,0,0,0,0,1
"The idea of creating the ""Coal and Steel Community,"" presented by Robert Schuman on May 9, 1950, aimed to ""raise the standard of living and maintain achievements."" He understood well that peace requires a solid economic foundation. The entire European project was based precisely on this idea. However, today, the leadership of the European Union seems to have forgotten even this basic principle. How else can one explain the persistent calls to engage in economic confrontation against Russia without offering any security guarantees or economic support—calls which, if followed, would lead not only to Georgia's economic collapse but also to regional instability, leaving Europe without vital energy resources and geo-economic routes.",0,0,0,0,0,1,1
"The deviation from the initial European aspirations embedded in the idea of Europe Day has brought the European Union to a state where its policy toward Georgia is reduced to supporting violence, hate speech, and radicalism. Last year, twice, I addressed you in writing with a call to condemn the frequent instances of hate speech and violence, yet to no avail. The severe consequences of politically motivated turning a blind eye to violence and radicalism were most evident on October 4 of last year, when the rhetorical green light given to violence by the EU spokesperson’s well-known statement led radical groups to storm the Presidential Palace. Since then, for more than seven months now, not a single high-ranking European official has publicly condemned this coup attempt, as if violent coups were a normal practice in European politics.",0,0,0,0,0,0,1
"The latest unacceptable and threatening statements made regarding Georgia, suggesting that the country is returning to a “dark past,” once again highlight how misguided the European Union’s current policy is. However, if we view reality from the perspective of the Georgian people, it may be Europe itself that is heading toward the very dark past that Robert Schuman and other great figures of his generation sought to prevent.",1,0,0,0,0,0,1
"Georgia has a clear proposal for the path forward. Ceasing aggressive rhetoric, reconsidering harmful policies, and annulling unfair resolutions are what would pave the way for genuine dialogue, rationality, and unity, which is indeed the original spirit of Europe Day.",0,0,0,1,0,0,1
"""If we want Europe Day to maintain its significance, then it must once again mean what it originally represented – peace, cooperation, and unity, based on respect for nations and their identity,"" reads Papuashvili's letter.",0,0,0,0,0,0,1
