,Article ID,Article Name,Paragraph,Original,English,Google,Gemini,ChatGPT,English - Google,English - Gemini,English - ChatGPT
35,3,Ge Mariam Kvrivishvili,5,"მინისტრმა ასევე ყურადღება გაამახვილა ჩინეთის ავიაკომპანია China Eastern Airlines - ის ხელმძღვანელებთან გამართულ შეხვედრაზე, რომელზეც მიღებულ იქნა გადაწყვეტილება 15 ივლისიდან შანხაი - თბილისის მიმართულებით პირდაპირი ავიამიმოსვლის დაწყების შესახებ. როგორც მარიამ ქვრივიშვილმა აღნიშნა, შანხაის მიმართულება, ისევე როგორც ზოგადად ჩინეთის ტურისტული ბაზარი საქართველოსთვის სტრატეგიულია და პირდაპირი საჰაერო მიმოსვლა ხელს შეუწყობს ქვეყანაში როგორც ტურისტული ნაკადების ზრდას, ისე მსყიდველუნარიანი ვიზიტორების ჩამოსვლას.","The Minister also drew attention to the meeting with the leaders of the China Eastern Airlines, at which a decision was made to launch direct flights from Shanghai to Tbilisi from July 15. As Mariam Kvrivishvili noted, the Shanghai direction, as well as the Chinese tourist market in general, is strategic for Georgia, and direct air traffic will contribute to both the growth of tourist flows and the arrival of visitors with purchasing power in the country.","The Minister also drew attention to the meeting with the leaders of China Eastern Airlines, at which a decision was made to launch direct flights from Shanghai to Tbilisi from July 15. As Mariam Kvrivishvili noted, the Shanghai route, as well as the Chinese tourist market in general, is strategic for Georgia, and direct air traffic will contribute to both the growth of tourist flows and the arrival of visitors with purchasing power in the country.","The Minister also highlighted the meeting held with the executives of the Chinese airline China Eastern Airlines, during which a decision was made to launch direct flights on the Shanghai-Tbilisi route starting July 15. As Mariam Kvrivishvili noted, the Shanghai destination, as well as the Chinese tourism market in general, is strategic for Georgia, and direct air service will contribute to both the growth of tourist flows and the arrival of high-spending visitors to the country.","The Minister also drew attention to the meeting held with the management of the Chinese airline China Eastern Airlines, at which a decision was made to launch direct flights on the Shanghai–Tbilisi route starting July 15. As Mariam Kvrivishvili noted, the Shanghai route, as well as the Chinese tourism market in general, is strategic for Georgia, and direct air service will contribute both to an increase in tourist flows to the country and to the arrival of high-spending visitors.",,,
36,3,Ge Mariam Kvrivishvili,6,"„ეს გადაწყვეტილება გააძლიერებს ხალხთაშორის ურთიერთობებს, ეკონომიკურ კავშირებს და სტიმულს მისცემს ჩვენი ქვეყნის ტურიზმის ინდუსტრიის გაძლიერებას, დივერსიფიცირებას და დამატებითი შემოსავლების გენერირებას ჩვენს ქვეყანაში უშუალოდ ტურიზმის ინდუსტრიიდან"", - განაცხადა მარიამ ქვრივიშვილმა.","""This decision will strgethen people-to-people relations, economic ties and provide an incentive to strgethen our country's tourism industry, diversify it and generate additional income in our country directly from the tourism industry,"" said Mariam Kvrivishvili.","""This decision will strengthen people-to-people relations, economic ties, and provide an incentive to strengthen, diversify, and generate additional revenue in our country directly from the tourism industry,"" said Mariam Kvrivishvili.","""This decision will strengthen people-to-people relations and economic ties, and will provide a stimulus for the strengthening and diversification of our country's tourism industry, as well as the generation of additional revenue directly from the tourism sector in our country,"" stated Mariam Kvrivishvili.","“This decision will strengthen people-to-people relations, economic ties, and provide an impetus for strengthening and diversifying our country’s tourism industry, as well as generating additional revenue in our country directly from the tourism industry,” said Mariam Kvrivishvili.",,,
37,3,Ge Mariam Kvrivishvili,7,"ვიზიტის ფარგლებში გაიმართა შეხვედრები ჩინეთის უმსხვილეს ენერგეტიკულ და ავტომობილების მწარმოებელ კომპანიებთან. როგორც მარიამ ქვრივიშვილმა აღნიშნა, შეხვედრებზე განიხილეს საქართველოს საინვესტიციო შესაძლებლობები, რაც ხელს შეუწყობს ჩინეთიდან დამატებითი ინვესტიციების მოზიდვას, ადგილობრივი წარმოების განვითარებას და ენერგეტიკის სექტორის გაძლიერებას.","Meetings were held with China's largest energy and automobile manufacturing companies within the framework of the visit. As Mariam Kvrivishvili noted, the meetings discussed Georgia's investment opportunities, which will contribute to attracting additional investments from China, developing local production and strgethening the energy sector.","During the visit, meetings were held with China's largest energy and automobile manufacturing companies. As Mariam Kvrivishvili noted, the meetings discussed Georgia's investment opportunities, which will help attract additional investments from China, develop local production, and strengthen the energy sector.","Within the framework of the visit, meetings were held with China's largest energy and automobile manufacturing companies. As Mariam Kvrivishvili noted, Georgia's investment opportunities were discussed at the meetings, which will facilitate the attraction of additional investments from China, the development of local production, and the strengthening of the energy sector.","During the visit, meetings were held with China’s largest energy and automotive manufacturing companies. As Mariam Kvrivishvili noted, the meetings discussed Georgia’s investment opportunities, which will help attract additional investment from China, develop local production, and strengthen the energy sector.",,,
38,3,Good Friday,1,წითელი პარასკევი სამების საკათედრო ტაძარში,Good Friday at Holy Trinity Cathedral in pictures,Good Friday at the Holy Trinity Cathedral,Good Friday at the Holy Trinity Cathedral,Red Friday at the Holy Trinity Cathedral,,,
39,3,Good Friday,2,"დღეს წითელი პარასკევია – ვნების კვირეულის ყველაზე მძიმე დღე. მართლმადიდებელი ეკლესია იესო ქრისტეს ჯვარცმას, ჯვრიდან გარდამოხსნასა და დაკრძალვას იხსენებს.","Today is Good Friday, the most solemn day of Holy Week. The Orthodox Church commemorates the crucifixion of Jesus Christ, His descent from the Cross, and His burial.","Today is Good Friday – the most solemn day of Holy Week. The Orthodox Church commemorates the crucifixion, removal from the cross, and burial of Jesus Christ.","Today is Good Friday – the most solemn day of Passion Week. The Orthodox Church commemorates the crucifixion, the deposition from the Cross, and the burial of Jesus Christ.","Today is Good Friday — the most solemn day of Holy Week. The Orthodox Church commemorates the crucifixion of Jesus Christ, His removal from the cross, and His burial.",,,
40,3,Good Friday,3,"საპატრიარქო ტახტის მოსაყდრე, მიტროპოლიტი შიო ყოვლადწმინდა სამების სახელობის საპატრიარქო ტაძარში დიდ ჟამნობას, მწუხრის ჟამს და გარდამოხსნის გამოსვენებას ასრულებს.","The Locum Tenens of the Patriarchal Throne, Metropolitan Shio, is conducting the Royal Hours, Vespers, and the Rite of the Descent from the Cross at the Patriarchal Cathedral of the Holy Trinity.","The Patriarchal Throne, Metropolitan Shio, celebrates Great Liturgy, Vespers, and the Intercession of the Transfiguration in the Holy Trinity Patriarchal Cathedral.","The Locum Tenens of the Patriarchal Throne, Metropolitan Shio, is officiating the Royal Hours, Vespers, and the bringing out of the Epitaphios (Shroud) at the Holy Trinity Patriarchal Cathedral.","The locum tenens of the Patriarchal Throne, Metropolitan Shio, is performing the Great Hours, Vespers, and the Procession of the Epitaphios at the Patriarchal Cathedral of the Holy Trinity.",,,
41,3,Good Friday,4,"წითელ პარასკევს ტაძრებში წირვა არ აღევლინება, რადგან, სახარების თანახმად, ადამიანთა ცოდვებისგან გამოსახსნელად უფალმა საკუთარი თავი მსხვერპლად შესწირა. მსახურებისას სამეუფო ჟამნი სრულდება, რომლის დროსაც უფლის ვნების შესახებ სახარება იკითხება.","No Divine Liturgy is celebrated on Good Friday, for according to the Gospel, the Lord offered Himself as a sacrifice for the redemption of humanity from sin. In its place, the Royal Hours are observed, during which the Passion narrative is read from the Gospels.","On Good Friday, no services are held in churches, because, according to the Gospel, the Lord offered himself as a sacrifice to redeem people from their sins. During the service, the Holy Hour is completed, during which the Gospel of the Lord's Passion is read.","On Good Friday, the Divine Liturgy is not celebrated in churches because, according to the Gospel, the Lord sacrificed Himself to redeem humanity from their sins. During the service, the Royal Hours are performed, during which the Gospel accounts of the Lord's Passion are read.","On Good Friday, no liturgy is celebrated in churches, because, according to the Gospel, the Lord offered Himself as a sacrifice to redeem humanity from sin. During the service, the Royal Hours are observed, during which the Gospel concerning the Lord’s Passion is read.",,,
42,4,Ge Maka Botchorishvili,1,"მაკა ბოჭორიშვილი პაველ ჰერჩინსკიზე - არ გვჭირდება საზოგადოების პოლარიზების და რადიკალური დღის წესრიგის წახალისება, არ გვჭირდება არც ბნელი წარსული და არც მსგავსი მუქარა - ხელისუფლება ყველაზე კარგად გრძნობს, რომელი გზის გასაყარზე დგას საქართველო (27.04.2026, 14:01)","Maka Botchorishvili on Pawel Herczynski - We do not need to polarize society or incite a radical agenda, we do not need either a dark past or similar threats - the government feels best at what crossroads Georgia is (27.04.2026, 14:15)","Maka Bochorishvili on Pavel Herchinsky - We do not need to polarize society and encourage a radical agenda, we do not need a dark past or similar threats - the government feels best at which crossroads Georgia is standing (27.04.2026, 14:01)","Maka Bochorishvili on Pawel Herczynski - We do not need the encouragement of societal polarization and a radical agenda, we need neither a dark past nor such threats - the government understands best at which crossroads Georgia stands (27.04.2026, 14:01)","Maka Bochorishvili on Pawel Herczynski - We do not need encouragement of societal polarization and a radical agenda, we do not need either a dark past or similar threats - the authorities feel best which crossroads Georgia stands at (27.04.2026, 14:01)",,,
43,4,Ge Maka Botchorishvili,2,"როგორი განმარტებაც არ უნდა მოვისმინოთ, ფაქტები და ქმედებები ფაქტებად და ქმედებებად რჩება. სურათი, რომელსაც ვხედავთ, მიუღებელია, - ამის შესახებ საგარეო საქმეთა მინისტრმა, მაკა ბოჭორიშვილმა ევროკავშირის ელჩთან, პაველ ჰერჩინსკისთან შეხვედრის დასრულების შემდეგ ჟურნალისტებთან განაცხადა.","No matter what explanation we hear, facts and actions remain facts and actions. The picture we see is unacceptable, - Foreign Minister Maka Botchorishvili told reporters after a meeting with EU Ambassador Pawel Herczyński.","""No matter what explanation we hear, facts and actions remain facts and actions. The picture we see is unacceptable,"" Foreign Minister Maka Bochorishvili told reporters after a meeting with EU Ambassador Pavel Herczynski.","""Whatever explanation we may hear, facts and actions remain facts and actions. The picture we see is unacceptable,"" Foreign Minister Maka Bochorishvili told journalists after her meeting with EU Ambassador Paweł Herczyński.","No matter what explanation we hear, facts and actions remain facts and actions. The picture we are seeing is unacceptable,” Foreign Minister Maka Bochorishvili said to journalists after the meeting with the EU Ambassador, Pawel Herczynski, concluded.",,,
44,4,Ge Maka Botchorishvili,3,"მისი თქმით, ხელისუფლება ყველაზე კარგად გრძნობს, რომელი გზის გასაყარზე დგას საქართველო და რამდენად არ გვჭირდება არც ბნელი წარსული და არც მსგავსი მუქარები.","According to her, the government feels best at which crossroads Georgia is standing and how much we do not need either the dark past or similar threats.","According to him, the government feels best at which crossroads Georgia is standing and how much we do not need either the dark past or similar threats.","According to him, the government understands best the crossroads at which Georgia stands and how much we need neither a dark past nor such threats.","According to him, the authorities understand best at what crossroads Georgia stands and how much we need neither a dark past nor similar threats.",,,
45,4,Ge Maka Botchorishvili,4,"„ჩვენზე, ქართველებზე და ქართველი ხალხის მიერ არჩეულ ხელისუფლებაზე უკეთ ვერავინ მიხვდება და გაიგებს, რომელ გზაგასაყარზე დგას ეს ქვეყანა. ქართველი ხალხის ნება გამოხატულია საქართველოს ხელისუფლების არჩევანში. ხელისუფლება წარმოადგენს იმ ხალხის ნებას, რომელზეც ასე ღელავენ. შესაბამისად, ხელისუფლება ყველაზე კარგად გრძნობს, რომელი გზის გასაყარზე დგას საქართველო, რამდენად სჭირდება საქართველოს უსაფრთხოებას გაფრთხილება და რამდენად გვჭირდება სტაბილურობა. რამდენად არ გვჭირდება ამ საზოგადოების პოლარიზების და რადიკალური დღის წესრიგის წახალისება. ასევე, არ გვჭირდება არც ბნელი წარსული და არც მსგავსი მუქარები“, - განაცხადა ბოჭორიშვილმა.","“No one can understand and comprehend better than us, the Georgians and the government elected by the Georgian people, the crossroads this country is at. The will of the Georgian people is expressed in the choice of the Georgian government. The government represents the will of the people they are so worried about. Accordingly, the government feels best the crossroads Georgia is at, how much Georgia’s security needs to be cared and how much we need stability. How much we do not need to polarize this society and incite a radical agenda. Also, we do not need either the dark past or similar threats,” said Botchorishvili.","""No one can understand and comprehend better than us, Georgians and the government elected by the Georgian people, the crossroads this country is at. The will of the Georgian people is expressed in the choice of the Georgian government. The government represents the will of the people they are so worried about. Accordingly, the government feels best at the crossroads Georgia is at, how much Georgia's security needs to be warned and how much we need stability. How much we do not need to polarize this society and encourage a radical agenda. Also, we do not need either a dark past or similar threats,"" Bochorishvili said.","""No one can understand or realize better than us—Georgians and the government elected by the Georgian people—at which crossroads this country stands. The will of the Georgian people is expressed in the choice of the Georgian government. The government represents the will of the people they are so concerned about. Accordingly, the government feels best at which crossroads Georgia stands, how much Georgia's security needs to be safeguarded, and how much we need stability. We also do not need the encouragement of this society's polarization and a radical agenda. Furthermore, we need neither a dark past nor such threats,"" Bochorishvili stated.","“No one can understand and grasp better than us, Georgians, and the government elected by the Georgian people, at what crossroads this country stands. The will of the Georgian people is expressed in the choice of the Government of Georgia. The government represents the will of the people about whom they are so concerned. Accordingly, the government feels best which crossroads Georgia stands at, how much Georgia’s security needs caution, and how much we need stability. How much we do not need the encouragement of polarization in this society and of a radical agenda. Also, we do not need either a dark past or similar threats,” Bochorishvili said.",,,
46,4,Ge Maka Botchorishvili,5,"კითხვაზე, რა იყო პაველ ჰერჩინსკის განცხადებაში მუქარის შემცველი, ბოჭორიშვილმა უპასუხა, რომ მიუღებელია ყველაფერი ის, რაც საზოგადოებაში აღვივებს პოლარიზებას.","When asked what was threatening in Pawel Herczynski’s statement, Botchorishvili replied that everything that stirs up polarization in society is unacceptable.","When asked what was threatening in Pavel Herchinsky's statement, Bochorishvili replied that anything that stirs up polarization in society is unacceptable.","When asked what was threatening in Pavel Herczynski's statement, Bochorishvili replied that everything that fuels polarization in society is unacceptable.","On the question of what was threatening in Pavel Herchinsky’s statement, Bochorishvili replied that everything that stirs polarization in society is unacceptable.",,,
47,4,Ge Maka Botchorishvili,6,"„ის განცხადებები, ქმედებები, ნაბიჯები, რომელიც ბრიუსელის მხრიდან იდგმება, ის დამოკიდებულება, რომელსაც საქართველოს ხელისუფლებასთან მიმართებაში ვხედავთ, არის მიუღებელი და მიმართულია ამ საზოგადოებაში პოლარიზაციისკენ. მიუღებელია ყველაფერი ის, რაც ჩვენს საზოგადოებაში აღვივებს პოლარიზებას და მიუღებელია რადიკალური დღის წესრიგის წახალისება“, - აღნიშნა საგარეო საქმეთა მინისტრმა.","“The statements, actions, steps that are being taken by Brussels, the attitude that we see towards the Georgian government, are unacceptable and are aimed at polarization in this society. Everything that stirs up polarization in our society and incites a radical agenda is unacceptable,” the Foreign Minister noted.","""The statements, actions, steps that are being taken by Brussels, the attitude that we see towards the Georgian government, are unacceptable and are aimed at polarization in this society. Everything that stirs up polarization in our society is unacceptable, and encouraging a radical agenda is unacceptable,"" the Minister of Foreign Affairs noted.","""The statements, actions, and steps taken by Brussels, and the attitude we see toward the Georgian government, are unacceptable and aimed at polarization within this society. Everything that fuels polarization in our society is unacceptable, and the encouragement of a radical agenda is unacceptable,"" stated the Minister of Foreign Affairs.","“Those statements, actions, and steps taken by Brussels, the attitude we see toward the Georgian government, are unacceptable and are aimed at polarization in this society. Everything that fuels polarization in our society is unacceptable, and encouraging a radical agenda is unacceptable,” the Foreign Minister noted.",,,
48,4,Ge Maka Botchorishvili,7,"კითხვაზე, მოისმინა თუ არა მან განმარტება პაველ ჰერჩინსკის მხრიდან მის განცხადებაზე, ბოჭორიშვილმა უპასუხა, რომ აქვთ მოლოდინი, რომ ბრიუსელიდან ის დამოკიდებულება იქნება, რასაც საქართველო იმსახურებს.","When asked whether she had heard an explanation from Pawel Herczyński about his statement, Botchorishvili replied that they expect that the attitude from Brussels will be what Georgia deserves.","When asked whether he had heard an explanation from Pavel Herchinsky about his statement, Bochorishvili replied that they expect that Brussels will give the attitude that Georgia deserves.","When asked whether she had heard an explanation from Pawel Herczynski regarding his statement, Bochorishvili replied that they expect Brussels to show the attitude that Georgia deserves.","On the question of whether she heard an explanation from Pawel Herczynski regarding his statement, Bochorishvili replied that they expect Brussels to show the kind of attitude that Georgia deserves.",,,
49,4,Ge Maka Botchorishvili,8,"„როგორი განმარტებაც არ უნდა მოვისმინოთ, ფაქტები და ქმედებები ფაქტებად და ქმედებებად რჩება. სურათი, რომელსაც ვხედავთ, მიუღებელია. საქართველო არის კეთილსინდისიერი პარტნიორი! მას ევროკავშირთან მიმართებით არაფერი გაუკეთებია იმისთვის, რომ დაზიანებულიყო ევროკავშირის რომელიმე ინტერესი. შესაბამისად, ევროკავშირის მხრიდან ჩვენც მოველით, რომ ბრიუსელიდან ის დამოკიდებულება იქნება, რასაც საქართველო იმსახურებს - კეთილსინდისიერ ურთიერთობაში. ამას ვერ ვხედავთ ამ ეტაპზე და ამის გამოხატულებაა ის ნაბიჯებიც, რასაც ვხედავთ. თუ გვინდა, რომ ურთიერთობები ისევ ნორმალურ რეჟიმში გადავიდეთ, მინიმუმ ერთმანეთს პატივი უნდა ვცეთ და მინიმუმ უნდა იყოს ნდობაზე დაფუძნებული ეს ურთიერთობები, რომელსაც ასეთი განცხადებები, არყევს“, - განაცხადა მაკა ბოჭორიშვილმა.","“No matter what explanation we hear, facts and actions remain facts and actions. The picture we see is unacceptable. Georgia is a bona fide partner! It has not done anything towards the European Union to damage any of the EU’s interests. Accordingly, we expect from the European Union that Brussels will have the attitude that Georgia deserves – in good faith relations. We do not see this at this stage and the steps we see are a reflection of this. If we want relations to return to normal, we must at least respect each other and at least these relations must be based on trust, which is shaken by such statements,” said Maka Botchorishvili.","""No matter what explanation we hear, facts and actions remain facts and actions. The picture we see is unacceptable. Georgia is a bona fide partner! It has not done anything towards the European Union to damage any of the interests of the European Union. Accordingly, we expect from the European Union that Brussels will have the attitude that Georgia deserves - in good faith relations. We do not see this at this stage and the steps we see are a reflection of this. If we want relations to return to normal, we must at least respect each other and at least these relations must be based on trust, which such statements are shaking,"" said Maka Bochorishvili.","""No matter what explanation we hear, facts and actions remain facts and actions. The picture we see is unacceptable. Georgia is a partner in good faith! It has done nothing in relation to the EU to damage any of the European Union's interests. Accordingly, we also expect from the EU's side that the attitude from Brussels will be what Georgia deserves—in a relationship of good faith. We do not see this at this stage, and the steps we are seeing are an expression of that. If we want relations to return to a normal mode, at the very least we must respect each other, and at the very least, these relations must be based on trust, which such statements undermine,"" stated Maka Botchorishvili.","“Whatever explanation we may hear, facts and actions remain facts and actions. The picture we are seeing is unacceptable. Georgia is a good-faith partner! It has done nothing in relation to the European Union that would have harmed any EU interest. Accordingly, we also expect from the European Union that the attitude from Brussels will be what Georgia deserves — in a relationship of good faith. We do not see that at this stage, and the steps we are seeing are an expression of that. If we want relations to return to normal, at the very least we must respect one another, and at the very least these relations must be based on trust, which such statements undermine,” Maka Bochorishvili said.",,,
50,4,Ge Maka Botchorishvili,9,"ცნობისთვის, საქართველოში ევროკავშირის ელჩ პაველ ჰერჩინსკისა და საგარეო საქმეთა მინისტრ მაკა ბოჭორიშვილს შორის დღეს შეხვედრა გაიმართა. პაველ ჰერჩინსკის შეხვედრაზე დაბარება მის მიერ გაკეთებულ განცხადებას უკავშირდებოდა. შეგახსენებთ იმასაც, რომ ევროკავშირის ელჩმა საქართველოში პაველ ჰერჩინსკიმ ბრიუსელში, ევროპის საგარეო ქმედებათა სამსახურში, სადაც დოკუმენტური ფოტოგამოფენა „საქართველო ფოკუსში“ გაიხსნა, აღნიშნა, რომ საქართველო სწორ ტრაექტორიაზე აღარ იმყოფება. ელჩის თქმით, „ხელისუფლებამ აირჩია ალტერნატიული, ავტორიტარიზმის მოდელი და საქართველოს ევროკავშირს აშორებს“.","Maka Botchorishvili met with the EU Ambassador to Georgia, Pawel Herczyński, at the Palace of Ceremonies. The summoning of Pawel Herczyński to the meeting was related to a statement he made at the documentary photo exhibition “Georgia in Focus” in Brussels at the European External Action Service, where he noted that Georgia was no longer on the right trajectory. According to the ambassador, the government has chosen an alternative, authoritarian model and is distancing Georgia from the European Union.","For your information, a meeting was held today between the EU Ambassador to Georgia, Pavel Herczynski, and the Minister of Foreign Affairs, Maka Bochorishvili. The summoning of Pavel Herczynski to the meeting was related to a statement he made. We would also like to remind you that the EU Ambassador to Georgia, Pavel Herczynski, noted at the European External Action Service in Brussels, where the documentary photo exhibition “Georgia in Focus” was opened, that Georgia is no longer on the right trajectory. According to the ambassador, “the authorities have chosen an alternative, authoritarian model and are distancing Georgia from the European Union.”","For information, a meeting was held today between the EU Ambassador to Georgia, Paweł Herczyński, and the Minister of Foreign Affairs, Maka Bochorishvili. Paweł Herczyński's summons to the meeting was related to a statement he had made. It should also be recalled that the EU Ambassador to Georgia, Paweł Herczyński, noted in Brussels at the European External Action Service—where the documentary photo exhibition ""Georgia in Focus"" was opened—that Georgia is no longer on the right trajectory. According to the Ambassador, ""the government has chosen an alternative model of authoritarianism and is distancing Georgia from the European Union.""","For your information, a meeting was held today between the EU Ambassador to Georgia, Pawel Herczynski, and Foreign Minister Maka Bochorishvili. Pawel Herczynski was summoned to the meeting in connection with a statement he had made. It should also be recalled that the EU Ambassador to Georgia, Pawel Herczynski, said in Brussels, at the European External Action Service, where the documentary photo exhibition “Georgia in Focus” was opened, that Georgia was no longer on the right trajectory. According to the ambassador, “the government has chosen an alternative model of authoritarianism and is distancing Georgia from the European Union.”",,,
51,4,Ge Maka Botchorishvili,10,"„საქართველო გზაგასაყარზე დგას. საქართველოს მომავალი ჯერ არ დაწერილა, მაგრამ ის, რაც მომავალ კვირებსა და თვეებში გადაწყდება, განსაზღვრავს, ეკუთვნის საქართველო ევროპული ქვეყნების ოჯახს, რომელიც დაფუძნებულია დემოკრატიაზე, კანონის უზენაესობასა და ადამიანის უფლებებზე, თუ სამწუხაროდ, თავის ბნელ წარსულს დაუბრუნდება. ჩემი მთავარი გზავნილი ქართველი ხალხის მიმართ არის „ნუ დაკარგავთ იმედის“. ჩვენ არ უნდა დავუშვათ, რომ საქართველო და შესანიშნავი, თბილი, სტუმართმოყვარე ქართველი ხალხი დაბრუნდეს ძალადობის, სამოქალაქო ომის, სიღარიბის, გაჭირვების, კორუფციის ბნელ დროში. ეს არ არის ის მომავალი, რომელსაც ისინი იმსახურებენ. როგორც კი ხელისუფლება გამოთქვამს ჩვენთან თანამშრომლობის სურვილს, ჩვენ ყველაფერს გავაკეთებთ იმისათვის, რომ დავეხმაროთ საქართველოს გახდეს ევროკავშირის წევრი“, - განაცხადა ჰერჩინსკიმ, რომლის ციტატასაც „ნეტგაზეთი“ ავრცელებს.","“Georgia is at a crossroads. Georgia’s future has not yet been written, but what will be decided in the coming weeks and months will determine whether Georgia belongs to the family of European countries, based on democracy, the rule of law and human rights, or, unfortunately, returns to its dark past. My main message to the Georgian people is “do not lose hope”. We must not allow Georgia and the wonderful, warm, hospitable Georgian people to return to the dark times of violence, civil war, poverty, hardship, corruption. This is not the future they deserve. As soon as the government expresses a desire to cooperate with us, we will do everything to help Georgia become a member of the European Union,” Herczyński was quoted as saying by Negtazeti.","“Georgia stands at a crossroads. Georgia’s future has not yet been written, but what will be decided in the coming weeks and months will determine whether Georgia belongs to the family of European countries, based on democracy, the rule of law and human rights, or, unfortunately, returns to its dark past. My main message to the Georgian people is “do not lose hope”. We must not allow Georgia and the wonderful, warm, hospitable Georgian people to return to the dark times of violence, civil war, poverty, hardship, corruption. This is not the future they deserve. As soon as the government expresses a desire to cooperate with us, we will do everything to help Georgia become a member of the European Union,” said Herczynski, quoted by Netgazeti.","""Georgia stands at a crossroads. Georgia's future has not yet been written, but what is decided in the coming weeks and months will determine whether Georgia belongs to the family of European countries based on democracy, the rule of law, and human rights, or if, unfortunately, it will return to its dark past. My main message to the Georgian people is 'do not lose hope.' We must not allow Georgia and the wonderful, warm, hospitable Georgian people to return to the dark times of violence, civil war, poverty, hardship, and corruption. This is not the future they deserve. As soon as the government expresses a desire to cooperate with us, we will do everything to help Georgia become a member of the European Union,"" stated Herczynski, whose quote was reported by ""Netgazeti.""","“Georgia stands at a crossroads. Georgia’s future has not yet been written, but what will be decided in the coming weeks and months will determine whether Georgia belongs to the family of European countries based on democracy, the rule of law, and human rights, or whether, unfortunately, it will return to its dark past. My main message to the Georgian people is: ‘Do not lose hope.’ We must not allow Georgia and the wonderful, warm, hospitable Georgian people to return to the dark times of violence, civil war, poverty, hardship, and corruption. This is not the future they deserve. As soon as the authorities express a desire to cooperate with us, we will do everything possible to help Georgia become a member of the European Union,” said Herczyński, as quoted by Netgazeti.",,,
52,4,Metropolitan Shio,1,"მეუფე შიო მუჯირი - უფალს შეწევნისთვის თუ მივმართავთ, ჩვენი სურვილი ნამდვილი და ძლიერი თუ იქნება, ის აუცილებლად მოვა თავისი მადლით, გამოგვასწორებს, განგვწმენდს","Metropolitan Shio: If our desire is true and sincere, the Lord will come in His grace and cleanse us","Rev. Shio Mujiri - If we turn to the Lord for help, if our desire is genuine and strong, He will surely come with His grace, correct us, and purify us.","Metropolitan Shio Mujiri - If we turn to the Lord for help, and if our desire is sincere and strong, He will surely come with His grace, correct us, and purify us.","Metropolitan Shio Mujiri - If we turn to the Lord for help, if our desire is genuine and strong, He will surely come with His grace, set us right, and cleanse us.",,,
53,4,Metropolitan Shio,2,"უფალი ელოდება ჩვენგან, რომ ჩვენი ცოდვებით დამძიმებული, დაჭრილი სული ვაიძულოთ, მივმართოთ ხსნისა და წყალობისთვის. ჩვენი გამოსწორება, შინაგანი ცვლილება მხოლოდ ღმერთს შეუძლია. ჩვენი ძალებით ეს არ ძალგვიძს, – ამის შესახებ საპატრიარქო ტახტის მოსაყდრემ, სენაკისა და ჩხოროწყუს მიტროპოლიტმა შიომ (მუჯირი) სამების ტაძარში ქადაგებისას განაცხადა, სადაც ცოტა ხნის წინ გარდამოხსნის წესი შესრულდა.","“The Lord awaits the moment when we compel our souls, burdened and wounded by sin, to turn towards Him and seek salvation and mercy. Our correction, our inner transformation, is possible only through God. It is not within our own power to achieve it,” declared the Locum Tenens of the Patriarchal Throne, Metropolitan Shio of Senaki and Chkhorotsku (Mujiri), in his homily at the Holy Trinity Cathedral, where the Vespers of the Descent from the Cross had been performed shortly before.","The Lord expects us to force our souls, burdened by our sins, to turn to Him for salvation and mercy. Only God can correct us, to bring about our inner change. We cannot do this by our own strength, - said the Patriarchal Throne, Metropolitan of Senaki and Chkhorotsku Shio (Mujiri) during his sermon in the Trinity Cathedral, where the rite of conversion was recently performed.","""The Lord expects us to compel our wounded souls, burdened by sins, to turn to Him for salvation and mercy. Only God can bring about our correction and internal transformation; we are unable to do this by our own strength,"" stated the Locum Tenens of the Patriarchal Throne, Metropolitan Shio (Mujiri) of Senaki and Chkhorotsqu, during his sermon at the Holy Trinity Cathedral, where the Rite of the Deposition from the Cross was recently performed.","The Lord expects us to compel our soul, burdened and wounded by our sins, to turn to Him for salvation and mercy. Our correction, our inner transformation, can be accomplished only by God. We are unable to do this by our own strength,” said the Locum Tenens of the Patriarchal Throne, Metropolitan Shio of Senaki and Chkhorotsqu (Mujiri), during a sermon at the Holy Trinity Cathedral, where the Rite of the Deposition from the Cross was performed a short time ago.",,,
54,4,Metropolitan Shio,3,"მეუფე შიოს თქმით, „ჩვენი სურვილი თუ ნამდვილი, ძლიერი და სერიოზულია, უფალი აუცილებლად მოვა თავისი მადლით, გამოგვასწორებს და განგვწმენდს“.","In the words of Metropolitan Shio, “if our desire is genuine, strong, and earnest, the Lord will assuredly come in His grace, correct us, and cleanse us.”","According to Reverend Shio, ""If our desire is genuine, strong, and serious, the Lord will surely come with His grace, correct us, and purify us.""","According to Metropolitan Shio, ""if our desire is genuine, strong, and serious, the Lord will surely come with His grace, reform us, and purify us.""","According to Metropolitan Shio, “If our desire is genuine, strong, and serious, the Lord will certainly come with His grace, correct us, and cleanse us.”",,,
