Source File,Content
04_metropolitan_shio.csv,"Dear brothers and sisters, the Lord desires our correction and our cleansing. Let me remind you: a sick man once came to Him and said, Lord, if Thou wilt, Thou canst make me clean. And what did the Lord answer? I will. Be thou clean. This is the Lord’s desire. The will of man and the will of God met as one, and that man was healed."
04_metropolitan_shio.csv,"So it is that the Lord desires our correction and our cleansing even more than we desire it ourselves. If our desire is true, strong, and earnest, and we turn to the Lord and seek His help, He will assuredly come in His grace, correct us, and cleanse us. God bless you and give you strength. Let us pray to the Lord that He grant us the strength and the help to walk in the way of truth and light, and together with Christ. Amen,” said Metropolitan Shio."
05_people_power.csv,People's Power's Khundadze: Peace fosters economic development; Georgia is heading in right direction with improvisational policy
05_people_power.csv,"12:50, 10.04.2026"
05_people_power.csv,"“Peace is the sole indispensable condition for economic development,” declared MP Dimitri Khundadze, Secretary-General of People’s Power."
05_people_power.csv,"Speaking about Georgia’s role as a key player along the Middle Corridor, Khundadze argued that the country’s continued economic growth is what will preserve its standing as a regional leader."
05_people_power.csv,"This, he maintained, is only achievable in conditions of peace, for war and development are simply incompatible."
05_people_power.csv,"“Peace is an absolute prerequisite for making full use of the country’s transit potential. Just a few days ago, when tensions in the Middle East escalated sharply, Georgian airspace was the only corridor on the transport and aviation map operating at full capacity. That is a small but telling illustration of the broader point I am making: peace is the foundation upon which our transit function rests."
05_people_power.csv,"How can a country join sanctions when doing so yields no result whatsoever, not even for those demanding them? Can anyone seriously envisage Georgian sanctions bringing the Russian economy to its knees? Our opponents advocate for active measures to improve living standards, including higher pensions, higher wages, more jobs, and a flourishing tourism sector, among others. They even put figures to it. Representatives of Gakharia’s party have tabled a proposal for a minimum wage of 1,050 lari. Lelo is calling for pensions to be raised to 1,000 lari. And all of this, supposedly, against a backdrop of sanctions? In wartime, such things are simply unthinkable."
05_people_power.csv,"These are cynically noble-sounding declarations. Some have even let slip that they would sooner see bombs raining down on Georgia than see peace endure here. Development and war are irreconcilable. Georgia, with its pragmatic, some might say improvised, policy, is heading in the right direction."
05_people_power.csv,"By way of comparison: in Ukraine today, nobody is thinking about raising pensions or building schools and nurseries. There is only one thought in Ukraine: how to keep this or that family member alive. More than ten million people have already been displaced. The economy is in ruins."
05_people_power.csv,"Meanwhile, in Georgia, tourism revenue has increased over the past year, rising from 4.4 billion in 2024 to 4.7 billion in 2025. Investment is growing. The national economy has expanded towards the 100 billion mark. This is precisely where the opportunity lies: to develop infrastructure, attract investment, and welcome ever greater numbers of visitors. From that foundation, it becomes possible to raise pensions more swiftly and create jobs at a greater pace; some 40,000 new positions have been added in recent times alone."
05_people_power.csv,"I am not claiming that everything is perfect. What I am saying is that in this extraordinarily difficult period, and through this policy, we have not merely preserved peace and averted war, we have managed, across every front, to be in a better position than we were yesterday. But that is not enough. We want better still,” said Dimitri Khundadze."
06_tbilisi_offers_free_metro.csv,Tbilisi offers free metro and bus travel over Easter
06_tbilisi_offers_free_metro.csv,"14:33, 10.04.2026"
06_tbilisi_offers_free_metro.csv,"Tbilisi City Hall announced that Tbilisi Metro will run until 04:00 on April 12, with travel free of charge between 23:00 on April 11 and 04:00 on April 12 in celebration of Easter."
06_tbilisi_offers_free_metro.csv,"Furthermore, the city authorities have introduced nine temporary bus routes for April 12 and 13."
06_tbilisi_offers_free_metro.csv,"“Buses will run from 08:00 to 20:00, serving the cemeteries of Mukhатgverdi, Vashlijvari, Kukia, New Kukia, Makhata, Saburtalo, Ghrmаghele, Veli, and Varketili."
06_tbilisi_offers_free_metro.csv,"Services will depart from the following metro stations: Marjanishvili, Delisi, Sarajishvili, and the area adjacent to Varketili station, as well as from the upper exit of Didube station, Station Square (opposite Tbilisi Central), Besarion Chichinadze Street (opposite Building No. 25), and Varketili Third Massif, at the junction of Shuamta and Abashvili Streets."
06_tbilisi_offers_free_metro.csv,"Travel on all of these routes will be entirely free of charge for both days,” the City Hall statement confirmed."
07_trailers_and_semi-trailers.csv,Trailers and semi-trailers are banned on Nakerala Pass and Sachkhere-Uzunta-Shkmeri-Zudali road due to snow
07_trailers_and_semi-trailers.csv,"09:50, 10.04.2026"
07_trailers_and_semi-trailers.csv,"Due to snowfall, the movement of trailers and semi-trailers is temporarily prohibited on the section of the Kutaisi (Motsameta)-Tkibuli-Ambrolauri national road between kilometres 39 and 60 (Nakerala Pass), as well as on the Sachkhere (Sareki)-Uzunta-Shkmeri-Zudali road."
07_trailers_and_semi-trailers.csv,"According to the Roads Department of the Ministry of Infrastructure of Georgia, the movement of other types of vehicles remains unrestricted."
08_vehicle_movement.csv,Vehicle movement on Gudauri (Post)-Kobi section is prohibited amid high avalanche risk
08_vehicle_movement.csv,"09:45, 10.04.2026"
08_vehicle_movement.csv,The Roads Department of Georgia’s Ministry of Infrastructure has announced a restriction on vehicle movement along the Gudauri (Post)-Kobi section of the Mtskheta-Stepantsminda-Larsi highway.
08_vehicle_movement.csv,"According to the Roads Department, the avalanche danger level is currently high on this stretch of the route."
08_vehicle_movement.csv,"“Based on information from the Roads Department of the Ministry of Infrastructure of Georgia and the National Environmental Agency (NEA), the avalanche risk on the Gudauri (Post)-Kobi section of the internationally significant Mtskheta-Stepantsminda-Larsi highway is deemed high, and all types of vehicle movement are therefore temporarily prohibited on this section."
08_vehicle_movement.csv,"The National Environmental Agency has confirmed that vehicle traffic on the Mleta-Gudauri section will continue to operate non-stop,” the statement reads."
09_vespers_of_the_descent.csv,Vespers of the Descent from the Cross observed at Holy Trinity Cathedral [photo]
09_vespers_of_the_descent.csv,"16:37, 10.04.2026"
09_vespers_of_the_descent.csv,The traditional Vespers of the Descent from the Cross have been performed at the Holy Trinity Patriarchal Cathedral. The service symbolically re-enacts the burial and lamentation of the crucified Jesus Christ.
09_vespers_of_the_descent.csv,"The Locum Tenens of the Patriarchal Throne, Metropolitan Shio of Senaki and Chkhorotsku (Mujiri), together with fellow bishops, conducted the vespers."
09_vespers_of_the_descent.csv,"Today is Good Friday, the most solemn day of Holy Week. The Orthodox Church commemorates the crucifixion of Jesus Christ, His descent from the Cross, and His burial."
09_vespers_of_the_descent.csv,"No Divine Liturgy is celebrated on Good Friday, for according to the Gospel, the Lord offered Himself as a sacrifice for the redemption of humanity from sin. In its place, the Royal Hours are observed, during which the Passion narrative is read from the Gospels."
09_vespers_of_the_descent.csv,"The faithful mark the day by dyeing eggs red and baking Easter breads, for according to the Gospel, the crucifixion of Jesus Christ took place during the Jewish Passover."
10_water_polo.csv,Water Polo: Georgia beats Turkey and takes stride towards World Cup #1TVSPORT
10_water_polo.csv,"14:27, 10.04.2026"
10_water_polo.csv,The Georgian national water polo team faced Turkey in the round of 16 of the World Cup qualifiers and won 19–12. It was a thoroughly deserved act of revenge for their defeat by the same side in the group stage.
10_water_polo.csv,"The victory sends Georgia through to the quarter-finals, where their opponents will be determined in due course, the winner of the Canada–Ukraine tie. To secure a place at the World Cup, Georgia must win two more matches: the quarter-final and the semi-final, with berths at the tournament awarded to both finalists."
10_water_polo.csv,The 2026 Water Polo World Cup takes place in Australia from July 22 to 26.
