text,love,joy,anger,sadness,fear,surprise,neutral
"And imagine, gentlemen, at that moment I felt sorry for Bay Ganyo! Believe me! I was aware that his conduct was outrageous, that he was a disgusting miser, an egoist, a cunning trickster, a hypocritical exploiter, a brute and a vulgarian to the marrow of his bones... but I felt sorry for him: in the subtle vibrations of the tone with which he uttered those last words, my ear caught a tender note that had been hidden and remains hidden in Bay Ganyo’s heart, but rarely — God, how rarely! — does it appear... I do not know, it may seem ridiculous to you, unnatural, but I will tell you, gentlemen, that at that moment I looked upon Bay Ganyo differently; as if someone whispered to me: “Do not despise this simple, cunning, poor wretch; he is a child of a crude environment, he is a victim of crude educators; the evil does not reside in him himself, but in the influence of the surrounding environment. Bay Ganyo is active, sensible, receptive — above all, receptive! Place him under the influence of a good guide, and you will see what feats he is capable of performing. Bay Ganyo has so far manifested only his animal energy, but within him lies a great store of potential spiritual power, which awaits only a moral impulse to be transformed into a living force...”",0,0,0,1,0,0,0
"We arrived at the Deshovka. Most of the students had not yet returned from vacation, so there were plenty of vacant spots. My bed had been saved by my faithful comrade Kocho, an Albanian, a pauper in the highest degree, who received three rubles a month from the Slavic Society for tea and sugar; he had entered the university, studied there for two years, but having convinced himself that it was not for him, he left and entered the seminary. This Kocho was a good man, he would give his life for a friend, but God forbid you should provoke him—in an instant all his Arnaut passions would boil over, he would turn pale, then green, his eyes would fill with blood, a total beast!... When Bay Ganyo and I entered the room, we found Kocho in a horizontal position on the bed: on that bed, it was difficult to tell at a glance which was the pillow, which the bedding, and which the blanket... Kocho leapt from his bed with the agility of a panther, embraced me, kissed me, met Bay Ganyo, and cheerful, grinning from ear to ear with joy, arranged for us to sit, one on the bed, another on a trunk, while apologizing for the slight disorder in the room. Then he opened the door and let out an Arnaut cry: ""Vanka, put on the samovar, my dear fellow!""—""What do you need a samovar for when there's no tea or sugar!"" the ""dear fellow"" called back from the end of the corridor. Kocho grabbed his head with both hands, paced across the room, snatched his hat, and without listening to our pleas to stay, saying that we would buy tea and sugar, he tore himself away, shouted ""right away,"" and vanished... Bay Ganyo and I waited for half an hour, we waited for a whole hour—Kocho did not return. Something must have happened to him.",1,0,0,0,0,0,1
"So as not to waste the fine day, I suggested to Bay Ganyo that we go out for a walk. ""Hey, wait, let’s wait a bit, the man will treat us to tea,"" Bay Ganyo objected; he couldn’t let a freebie pass him by, no matter where it came from. But I insisted nonetheless. Bay Ganyo stuffed the vials into his sash, and we went out. As we approached the Anichkov Bridge, we heard from afar a beastly shout, mixed with the most desperate curses and insults; we reached the bridge, and what did we see!... Kocho, enraged like a tiger, had sunk his iron fingers into the neck of an unknown gentleman whose hat was rolling on the stones; he had bent the man’s head down and was struggling to throw him off the bridge. The victim was making every effort to escape, but it was not so easy to tear oneself away from the hands of the maddened Arnaut. ""Charlatan!"" Kocho roared. ""Scoundrel! Villain! You’re the spy, not me, you’re the spy, you son of a bitch! I’ll kill you, you vile creature!"" I rushed to break them up. Bay Ganyo shouted after me: ""Leave them alone, man, why do you need trouble on your head, let them smash each other’s heads; leave them, they’ll drag you as a witness to the police stations."" I did not heed Bay Ganyo’s advice and headed toward the Arnaut, who did not stop tearing his throat and spewing the most shameful epithets at his victim, whom he had already dragged to the edge of the bridge, and it seemed to me, one more moment—and the stranger would fly headfirst into the clear waters of the Fontanka. ""Charlatan! Scoundrel!"" Kocho roared, sinking his bony fingers even deeper into his opponent’s thick neck.",0,1,0,0,0,0,1
"When I was just a few steps away from them, the victim, terrified by his impending doom, made a desperate move, wrenched himself from the Albanian's grasp, instantly snatched up his soiled hat, and bolted. ""Stop, you charlatan! You filthy coward, you scoundrel!"" Kocho grabbed a stone and hurled it after him. The stranger ran to a tram, hopped inside, and vanished... But the Albanian would not be pacified. ""I’ll kill you, you vile charlatan!"" he continued to growl, shaking his fist at the empty space where his enemy had disappeared. I called Kocho by name; he turned, but did not recognize me!... There was something beastly in his gaze; his eyes gleamed, his face had turned a sallow, dark hue, his teeth chattered as if in a violent fever, and his lips quivered convulsively, letting out a low growl. ""V... v... b... r... r... Char-r-rl... S-s-son of a... b... scoundrel... m... m... m... Charlatan!"" he cried out once more, turning threateningly toward his invisible foe. ""Kocho, my dear fellow, what happened to you? Who was that gentleman?"" I asked with friendly sympathy. He fixed his eyes on me, staring blankly and maliciously, and still he did not recognize me!... ""I’ll kill you, you vile creature! I’ll show you who’s a spy!"" Kocho growled, shaking his fist at a passing tram, as if his enemy were sitting in every single one of them.",0,0,1,0,0,0,0
"""Kocho, please, tell me what happened to you,"" I pleaded with my friend, who was driven to a frenzy of rage. ""Who was that gentleman?"" Kocho looked at me once more and cried out: ""That man is the greatest scoundrel! Do you understand? The grea-test scoun-drel!"" — and he turned his eyes away again, returning to his outburst of curses. I began to suspect that my friend was the victim of some treachery devised by his enemy, but exactly what it was, I did not and could not fathom. What Kocho told me was so utterly vile that it defied all conjecture.",0,0,0,0,0,1,1
"We managed to calm Kocho down after a fashion and went with him into a tavern to drink tea. We lingered there for quite a long time, engrossed in the Albanian's stories about Aslanov's humiliating escapades. Even Bay Ganyo did not venture to shout his ""bravo!"" or ""ashkolsun!""; on the contrary, from time to time he clicked his tongue, shook his head in wonder, and said: ""My, what a total ass this man was!"" We left the tavern and set off along Nevsky Prospekt. A mixed crowd from all parts of the world filled the sidewalks of the brilliant street; we could barely weave our way through the passers-by. All sorts of carriages moved along the street in two rows. Shops, each more luxurious than the last, enticed the eyes of the public. Bay Ganyo deigned to express the opinion that ""after all, even Petersburg isn't such a bad place""... For a whole hour, we pushed through the crowd until we reached the Neva. As soon as we came out onto the quieter English Embankment, before we had even taken ten steps, Kocho gave my sleeve a startled tug and cried out in a choked voice: ""There he is!""",0,0,0,0,0,0,1
— Who?,0,1,0,0,0,0,1
— The charlatan!,0,0,0,0,0,0,1
— Which charlatan?,0,1,0,0,0,0,1
— The Most High! Stop! Let’s hide so he doesn’t notice us! — he muttered and pulled us by the sleeves behind the columns of a gateway. Bay Ganyo poked his nose out from behind the column and looked in the direction indicated by Kocho.,0,0,0,0,0,0,1
— Who do you see? — asks Kocho.,0,1,0,0,0,0,1
"— I see a man — Bay Ganyo whispers mysteriously. — Hey, Vasil, take a look, this man looks a lot like our Dondukov-Korsakov.",0,0,0,0,0,0,1
— He is the same — Kocho replies — who else do you see?,0,1,0,0,0,0,1
"— I see two more people, kneeling before Dondukov, look! Tsk... tsk... tsk... they are kissing his boots, weeping, begging him for something, beating their chests, look! Tsk... tsk... tsk... he wants to shake them off, but they won't let him go — one on this side, the other on that, clutching his legs...",0,0,0,0,0,0,1
"— Look closely, can't you recognize any of them? — the Albanian dictated.",0,0,0,0,0,0,1
"— I can't, how am I to recognize them, they keep knocking their heads against his boots... Ha, wait — said Bai Ganyo, — wait!... I've recognized him! Why, it's him... for real! Why, it's that fellow, the one you were going to throw off the bridge... it's him!",0,0,0,0,0,0,1
"— He is the same... the scoundrel! You are now witnesses to one of his wretched comedies! — the Arnaut growled through clenched teeth. — Now, let’s slip back onto Nevsky Prospect.",0,0,1,0,0,0,1
"— Wait, let's see the end of the scene — I stated.",0,0,0,0,0,0,1
"— There is no need — Kocho said decisively, — the outcome is certain: they will cling to his legs and weep until he gives them a few rubles, or a recommendation to another victim, or some intercession... These scoundrels are capable of disgracing the name of an entire nation...",0,0,0,0,0,0,1
"— Goodness! This fellow is a total ass — cried Bay Ganyo, clicking his tongue.",0,0,1,0,0,0,0
"— Well, why did you stop, Vasil? Keep going! — one of the group called out.",0,1,0,0,0,0,1
— Tell me about the story with Ermolova...,0,0,0,0,0,0,1
"— Forget it, I'm disgusted — Vasil stated.",0,0,1,0,0,0,0
— Or about Princess Belozerskaya...,0,0,0,0,0,0,1
"— Forget it, I can't take it anymore!",0,0,0,1,0,0,1
"— Well, do you know the story of Bay Ganyo and the tripe soup? — another one chimed in.",0,1,0,0,0,0,1
"— Well, do you know anything about the shaved mustaches...",0,1,0,0,0,0,1
"— Enough, gentlemen! There is no end to these Bay Ganyo stories. Let’s start the second part of the gathering already. Marcus Aurelius, sing something, my little dove! Or you, Kalina-Malina, sing a little something!... Come on: “Roll u-u-up, Velo girl, your white slee-ee-ves...”",0,0,0,0,0,0,1
The second part of the party began... After midnight we dispersed.,0,0,0,0,0,0,1
"Goodbye, Bay Ganyo! Travel across Europe, carry to every corner the product of our beautiful Rose Valley and... I beg of you, Bay Ganyo, look a little deeper into European life, may you see its true face; enough of that cursed reverse side has been thrust upon you!...",1,0,0,0,0,0,1
