text,anger,disgust,fear,joy,sadness,surprise,neutral
"We were traveling in third class. Bai Ganyo took two seats and lay down to take a nap. At the next station, several more passengers got into our carriage and the extra seats had to be given up for them, but Bai Ganyo is not simple - he pretends to be asleep and snores, he snores. A giant German, a peasant, approached Bai Ganya with a bag in his hand and began to wake him up, pushing him lightly on the boots. Bai Ganyo hid and just let out a hrr... puf... hrr... puf... and, having hidden his face from the German, he winked at me, as if to say ""look at how much of a devil I am."" ""Well, get up!"" - the German shouted and began to poke my companion quite noticeably. Hrr... puf!... ""Well, don't pretend, damn it!"" — the German growled and with one swing he swept away Bai Ganya's legs, knocked him over his saddlebags and sat down next to us. Bai Ganya pretended to be startled, rubbed his eyes and immediately, as if he had neither eaten nor smelled onions, took out his cigarette case and offered it open to the German: — Bulgarian tobacco!",0,0,1,1,1,0,1
"""Ah, so you Bulgarians!"" Очень приятно познакомиться - said the German good-naturedly and began to roll a cigarette. — You are going to Peter. And her too. Together, that is.",1,1,1,1,0,0,1
"As soon as we arrived in Petersburg, I hastened to fulfill my promise to the innkeeper in Vilno. I met with my acquaintance, told him about Dimitrova's whereabouts. He immediately telegraphed to Constantinople and managed to stop the impending wedding. He, in turn, told me the rest of the story with the deaf-mute boy. When and how he was taught to run away from Vilno is not known, but one day he arrived in Petersburg and here for a long time was a victim of the lowest exploitation by Dimitrova, who not only collected the sums sent by the unfortunate boy's brother, but also forced the poor child to go from gate to gate to all the more influential people and famous philanthropists in Petersburg to beg for money. And not only in Petersburg, but he often took him to Kronstadt, to the famous saint of the common people, John of Kronstadt...",0,0,1,1,1,0,1
"I, having almost no means of subsistence, was forced to live in Deshovka, a refuge for extremely poor students. Bai Ganyo most energetically insisted that he also come to Deshovka.",0,0,1,1,1,0,1
"""But that's not possible, Mr. Ganyo, this place is only for students.""",0,1,1,1,0,0,1
"""What if it's for students,"" Uncle Ganyo convinced me, ""aren't students people like me? What can a Bulgarian finally get?""",0,1,1,1,0,0,1
"""But you're a rich man, Uncle Ganyo, you can pay for a hotel.""",1,0,1,1,0,0,1
"""But you were a simple man,"" bai Ganyo scolded me, ""I thought you were smarter. And hey, Bulgarian, why should we give our money to the Muscovites? If you're going to push a swindler, hold it with both hands, okay? How will they know what I'm like?""",1,1,1,1,0,0,1
"""It's not possible, Uncle Ganyo, the poor students will protest, they'll be angry with me, and they might kick me out of the dorm.""",1,1,0,1,0,0,1
"""You stubborn Bulgarian!"" continued Bai Ganyo. ""Don't you have a mouth? Doesn't it hurt so much to tell them that I'm your brother, that I'm a fallen man; but it's enough to say that I'm Bulgarian, you know what fools Russians are!...",1,1,0,1,0,0,1
"“No, no, I can’t!” I shouted resolutely and walked towards Deshovka.",1,1,1,1,0,0,1
"— Hey! You think you'll get away from me so easily! Wait! What else have you seen! — scolds uncle Ganyo and follows me. — Bulgarian! And that's a Bulgarian! Patriotism is not for nothing!... Wait, man, don't be in such a hurry that I can't catch up with you, my saddlebags are heavy! Wait, Bulgarian!...",0,1,0,1,0,1,1
"At that moment we were, apparently, a rather curious sight, because the faces passing by on the sidewalks turned and looked at us attentively. Bai Ganyo was ten paces behind me, shouldering the saddlebags strung on his cane, and in his other hand he had his rug slung over his head, which he raised every now and then to wipe his sweaty forehead. His cap was barely holding on to the top of his head. Bai Ganyo was walking behind me and grumbling: ""Wait a minute, man of God, at least pick up the rug, because you tore my hand off... You think you're going to get away from me! You don't know what a flower is, Bai Ganyo!..."" I was walking like a fool and thinking in my mind how I would show up with Bai Ganyo in Deshovka and how I would justify this arbitrary act. I had to lie! Besides, I could see that getting away from him was unthinkable! Finally, it's a matter of a few days, I reluctantly accepted the situation. And if Uncle Ganyo walks, he follows me and keeps scolding me, but he has already left his old man's language behind and started in a miner's tone: ""Listen, Uncle Vasile, wait a minute, please, Uncle Vasile, we are Bulgarians at last...""",0,1,1,1,0,1,1
"And imagine, gentlemen, at that moment I felt sorry for Bai Ganya! Believe me! I knew that his act was outrageous, that he was a disgusting miser, an egoist, a cunning trickster, a hypocritical exploiter, a rude and simpleton to the core... but I felt sorry for him: in the subtle vibrations of the tone in which he uttered the last words, my ear caught a tender note that was hidden and is hidden in Bai Ganya's heart, but rarely—God, how rarely!—appears... I don't know, it may seem funny, unnatural to you, but I will tell you, gentlemen, that at that moment I looked at Bai Ganya differently; as if someone had suggested to me: ""Do not despise this simple, cunning, dear wretch, he is the product of a rude environment, he is the victim of rude educators; the evil lies not in himself, but in the influence of the environment. Bai Ganyo is active, thoughtful, receptive - mainly receptive! Place him under the influence of a good leader, and you will see what feats he is capable of performing. Bai Ganyo has so far manifested only his vital energy, but within him lies a great store of potential spiritual power, which only awaits a moral impulse to turn into a living force...""",0,1,1,1,0,1,0
"We arrived at Deshovka. Most of the students had not yet returned from vacation, so there were quite a few free places. My bed was reserved by my faithful comrade Kocho, an Albanian, a pauper of the highest degree, who received three rubles a month from the Slavic Society for tea and sugar; he had entered the university, studied there for two years, but when he became convinced that the work was not for him, he left it and entered the seminary. This Kocho was a good man, he would give his life for his friend, but God forbid you irritate him - in an instant all his Arnaut passions boil, he turns pale, turns green, his eyes fill with blood, a whole beast!... When we entered the room with Bai Ganya, we found Kocho in a horizontal position on the bed: on that bed it was suddenly difficult to determine which was a pillow, which a mat, which a blanket... Kocho jumped out of bed with the lightness of a panther, hugged me, kissed me, met Bai Ganya and cheerfully, laughing from ear to ear with joy, moved us to sit, one on the bed, the other on a chest, apologizing for the little mess in the room. Then he opened the door and let out an Arnaut cry: ""Vanka, put on the samovar, my dear!"" - ""What do you need a samovar for when there's no tea and sugar!"" - the little dear called from the end of the corridor. Kocho grabbed his head with both hands, crossed the room, grabbed his hat, and without hearing our pleas to stay, that we would buy tea and sugar, he pulled himself out, shouted ""now"" and disappeared... Uncle Ganya and I waited for half an hour, we waited for a whole hour - Kocho didn't come back. Something must have happened to him.",1,0,1,1,1,0,1
"So as not to waste the beautiful day, I suggested to Bai Ganya that we go for a walk. ""Well, let's wait, he'll give us some tea,"" objected Bai Ganya; he can't let out a rant, no matter where he comes from. But I insisted on my way. Bai Ganya shoved the muskets into his belt and we went out. As we approached Anichkin Bridge, we heard a beastly cry in the distance, mixed with the most desperate curses and insults; we went out onto the bridge and what did we see!... Kocho, as fierce as a tiger, dug his iron fingers into the neck of an unknown gentleman, whose hat was rolling on the stones, bent his head and tried to throw him off the bridge. The victim made every effort to free himself, but it was not so easy to wrestle himself from the hands of the enraged Arnaut. ""Charlatan!"" roared Kocho. ""Scoundrel! Scoundrel! You're a spy, not her, you're a spy, son of a bitch! I'll kill you, you vile creature!"" I rushed to break them apart. Bai Ganya shouted after me: ""Leave them alone, what trouble do you need, let them break their heads; leave them alone, they'll drag you to the police stations as a witness."" I did not listen to Bai Ganya's advice and went towards the Arnaut, who kept tearing his throat and spewing the most shameful epithets about his victim, who had already reached the end of the bridge, and, it seemed to me, another moment - and the stranger would fly headlong into the clear waters of the Fontanka. ""Charlatan! Scoundrel!"" roared Kocho, digging his bony fingers even harder into his opponent's thick neck.",1,0,1,1,0,0,1
"When I was already a few steps away from them, the victim, startled by the impending doom, made a desperate movement, tore himself out of the Albanian's hands, instantly grabbed his fallen hat and started to run. ""Stop, charlatan! You lousy scoundrel!"" Kocho grabbed a stone and threw it after him. The stranger ran to a tram, jumped inside and disappeared... But the Arnautine did not calm down: ""I will kill you, you vile charlatan!"" he continued to growl, pointing with his fist into the space where his enemy had disappeared. I called Kocho by name, he turned and did not recognize me!... There was something bestial in his gaze, his eyes were shining, his face turned green and dark, his teeth chattered as if in the strongest fever, his lips trembled convulsively and let out a dull growl. ""W... w... b... r... r... Sharrll... Suk... k... p... scoundrel... m. .. m... m... Charlatan!"" — he shouted once more, turning threateningly to the invisible enemy. ""Kocho, little dove, what happened to you, who is this gentleman?"" — I asked with friendly sympathy. He fixed his eyes on me and looked at me senselessly and maliciously and still did not recognize me!... ""I will kill you, you vile creature! I will show you who the spy is!"" — Kocho growled and threatened the passing tram, as if his enemy was sitting in every tram.",1,1,0,1,0,0,1
"""Kocho, please tell me what happened to you,"" I begged my friend, who was furious. ""Who was this gentleman?"" Kocho looked at me once more and shouted: ""This is the greatest scoundrel! Do you understand? The great scoundrel!"" - and again he turned his eyes away, and again he began to curse. I began to suspect that my friend was the victim of some meanness, devised by his enemy, but what exactly, I did not and could not guess. What Kocho told me was so mean that it could not be the subject of conjecture.",1,1,0,1,0,0,1
"Here is what Kocho told us, after he had come to himself a little: ""Imagine, gentlemen, when I left Deshovka, I went to the Slavic Society to get my scholarship so that I could buy tea and sugar to treat you. You know, Vasile, little dove, what a scholarship I receive! Three rubles a month! Three miserable rubles! And imagine, there was a scoundrel who envied me and gloated over this wealth of mine. And who? Your compatriot! I congratulate you!... I will knock out the teeth of this charlatan!... Imagine, gentlemen, I go to the cashier, ask him to give me the three rubles, and he turns to me in an angry tone and says to me: - How unconscionable of you, young man, you are a student and you are doing such vile things!... - What ""vile things""; - I cried out in alarm. - We have information, - he continued, - that you are a spy for the Bulgarian government. — How?! I'm a spy! — Yes, we have positive information. Your scholarship has been taken away and given to Mr. Aslanova's brother. — For God's sake, who gave you this information? — I begged through the tears that were choking me with anger. — Mr. Aslanova himself — he answered calmly. — ""A-a-ah! Bessa-ta-bessa"" — I screamed like a madman and rushed out into the street to the Anichkin Bridge... you already know!... My God! Gentlemen, can you imagine anything more vile!... Charlatan! I... I... I said ""bessa!"" and I will not forget!...",1,0,0,1,0,0,1
"We calmed Kocha down and went into a tavern with him to drink tea. We lingered here for quite a while, carried away by the Albanian's stories about Aslanova's humiliating adventures. Even Bai Ganyo did not dare to shout his ""bravo!"" or ""ashkolsun!"", but, on the contrary, from time to time he clicked his tongue, shook his head in amazement and said: ""Bravo, this man was a seven-headed donkey!"" We left the tavern and set off along Nevsky Prospect. A mixed audience from all parts of the world filled the sidewalks of the shining street, and we could barely maneuver between the passers-by. All kinds of carriages moved along the street in two rows. The more luxurious shops, one after the other, deceived the eyes of the audience. Bai Ganyo deigned to express his opinion that ""after all, Petersburg is not a completely mean place""... We slipped through the crowd for a whole hour until we reached the Neva. As soon as we got out onto the quieter English Embankment, we didn't even manage to take ten steps when Kocho suddenly pulled me by the sleeve and shouted in a choked voice: ""Here he is!""",1,0,0,1,0,1,1
"""Who?""",0,0,0,1,0,0,1
— The charlatan!,1,0,1,1,0,0,1
"""Which charlatan?""",0,0,1,1,0,0,1
"""The Greatest! Stop! Let's hide so he doesn't notice us!"" he scolded and dragged us by the sleeves behind the columns of a gate. Bai Ganyo stuck his nose behind the column and looked in the direction indicated by Kocha.",1,1,0,1,0,0,1
“Who do you see?” asks Kocho.,0,1,0,1,0,0,1
"""I see a man,"" whispers Uncle Ganyo mysteriously. ""Well, Vasile, look at him, this man looks a lot like our Dondukov-Korsakov.""",1,0,1,1,0,0,1
"""He's the same one,"" Kocho replies, ""who else do you see?""",0,0,1,1,0,0,1
"""I see two more people kneeling before Dondukova, look at her! C... c... c... they're kissing his boots, crying, praying to him, beating their chests, look! C... c... c... he wants to get away from them, they won't let him go - one on this side, the others on that side, hugging his legs...""",1,0,1,1,0,1,1
"""Look closely, can't you recognize any of them?"" the Albanian dictates.",1,0,1,1,0,0,1
"""I can't, how will I recognize them, they keep banging their heads in his boots... Ha, wait,"" said Uncle Ganyo, ""wait!... I recognized him! And he was... true! And he was the one you were going to throw off the bridge... he was!""",1,0,1,1,0,0,1
"""He's the same... scoundrel! You're witnessing one of his miserable comedies!"" the Arnoutin growled through clenched teeth. ""Now let's get back on Nevsky Prospekt.""",1,1,0,1,0,0,1
"""Wait until we see the end of the scene,"" I said.",0,0,1,1,1,0,1
"""There's no need,"" said Kocho resolutely, ""the end is known: they'll hold him by the feet and cry until he gives them a few rubles or a recommendation to another victim, or some intercession... These scoundrels are capable of disgraceing the name of an entire nation...""",1,1,1,1,0,0,1
"""Wow! That guy was a real donkey,"" shouted Bai Ganyu and clicked his tongue.",1,0,0,1,0,1,0
"""Well, why did you stop, Vasile, keep going!"" one of the company called out.",1,1,1,1,0,0,1
— Tell me about the story with Ermolova...,0,0,1,1,1,0,1
"""Leave it, I'm disgusted,"" Vasil declared.",1,1,1,1,0,0,1
— Or for Princess Belozerskaya...,0,0,1,1,1,0,1
"""Leave it, I can't do it anymore!""",1,1,1,1,0,0,1
"""Do you know the story of Uncle Ganya with tripe soup?"" someone else asks.",0,0,1,1,0,0,1
"""Well, do you know anything about shaved mustaches?""",0,0,1,1,0,0,1
"— Enough, gentlemen! Bai Gagne's stories have no end. Let's start the second part of the party. Marcus Aurelius, sing something, little dove! Or you, Kalina-Malina, sing something!... Come on: ""For-pretny-i-i, Velo-mo-e-e, white sleeves....""",1,0,1,1,0,0,1
The second part of the party began... After midnight we dispersed.,0,1,1,1,1,0,1
"Goodbye, Uncle Ganyo! Travel around Europe, spread the work of our beautiful Rose Valley to all corners and... I beg you, Uncle Ganyo, look deeper into European life, may you see its face, as long as this empty backstory has been forcing itself on you!...",0,0,1,1,1,0,1
