text,love,joy,anger,sadness,fear,surprise,neutral
"Щом Бочоолу излезе, бай Ганьо си сниши главата и с един таинствен глас се обърна към другарите си: — Мълчете си! Това диване до самия ден на изборите ще го лъжем, че ще го направим депутат, ще напишем колкото за лице няколко бюлетини с неговото име, а другите бюлетини ще ги напишат писарите в Градския съвет и от Окръжното управление. Сега чувайте ме: министърът иска аз непременно да бъда депутат. Ти, Гочоолу, искаш ли?",0,0,0,0,0,0,1
"— Е, че иска ми се, бай Ганьо — отговаря Гочоолу.",0,0,0,0,0,0,1
— Че и мен ми се иска — обажда се Дочоолу.,0,0,0,0,0,0,1
"— А бе иска ти се тебе, ама, право да ти кажа, хептен си се омаскарил пред хората. Защо ти трябваше да излизаш толкова налице; кой кряскаше по мегданите: „Да живей великият патриот!“, „Долу гнусният тиранин!“, „На бесилката Климента“, „Да живее Климент!“;",0,0,0,0,0,0,1
"— Ами че нали все заедно бяхме бе, бай Ганьо, защо си кривиш душата?",0,0,0,0,0,0,1
"— Заедно, ама нашето излизане все шито-крито. Най-сетне, нейсе, като искаш толкова — добре, ще те избера. Туй, че селяните те мразят и чергите си им продал с твоя пусти фаисчилък...",0,0,0,0,0,0,1
"— Колкото за туй, недей приказва, бай Ганьо, нали зная и ти каква си стока — дума предпазливо Дочоолу.",0,0,0,0,0,0,1
"Бай Ганьо е готов да кипне, но в това време влиза Гуньо Адвокатина. Бай Ганьо му разправя като какво трябва да бъде възванието. Гуньо сяда до масата, зема перото и се задълбочава в мисли. По поръчка на бай Ганя слугата донася едно шише мастика. Гочоолу, Дочоолу и бай Ганю пият, Гуньо пише. След половин час е готово следующето:",0,0,0,0,0,0,1
ВЪЗВАНИЕ КЪМ ИЗБИРАTЕЛИTЕ НА НАШАТА ОКОЛИЯ,0,0,0,0,0,0,1
"Пред вид на голямата важност и значение, което предстоящите избори за народни представители имат за настоящето и бъдещето на нашето отечество, нашите граждани, на брой повече от 700 души, събрахме се днес в двора на училището в Парцал махлеси и като обсъдихме въпроса по кандидатурите на лицата за представители, останахме съгласни и единодушно решихме да препоръчаме на г. г. избирателите от нашата околия за народни представители съгражданите си:",0,0,0,0,0,0,1
"Ганьо Балкански, търговец, известен в цяла България.",0,0,0,0,0,0,1
"Филю Гочоолу, търговец с капитал.",0,0,0,0,0,0,1
"Танас Дочоолу, търговец с винена индустрия.",0,0,0,0,0,0,1
"Именно същите тия лица, които и комитетът на Народната партия беше ви препоръчал с възванието си от 27 август на миналий месец.",0,0,0,0,0,0,1
"Като обявяваме това наше единодушно решение на останалите г. г. избиратели от града и околията ни, които имат присърце доброто на Отечеството, материално подобрение на земеделеца, облекчение положението на данъкоплатеца, с една дума, интересите на нашата околия, приканваме ги да гласоподават в избора на 11-й того за горните трима наши съграждани, в които имаме пълно доверие, че те с достойнство ще представят страната ни в Народното събрание.",0,0,0,0,0,0,1
"Г. г. Избиратели,",0,0,0,0,0,0,1
"Представена ви е вече от няколко граждани една листа с имената на Никола Търновалията, Лулчо Докторов и Иваница Граматиков, лица не от Нашата среда, лица чужди за Нас, които нямат и не могат да имат Нашето доверие. Може би ще се явят и други, които да ви убеждават да гласувате за техни кандидати. Съветваме ви, г. г. избиратели, да не се мамите на хубавите им думи, и не се вдавайте на техните ласкания, и не вярвайте на разни пръскани от тях слухове и измислици за някакви си окръжни телеграми и прочее. Никола Търновалията е родом от гр. Търново и затова той от инат за бълхата изгаря юргана. Лулчо Докторов е цял-целеничък Задунайская Губерния, а Иваница Граматиков никой не го познава и nota bene, той е руски възпитаник, следователно предател на нашето мило Отечество.",0,0,0,0,0,0,1
"Г. г. Избиратели,",0,0,0,0,0,0,1
"Ний сме убедени, че горните лица, т. е. долните:",0,0,0,0,0,0,1
"Ганю Балкански,",0,0,0,0,0,0,1
"Филю Гочоолу,",0,0,0,0,0,0,1
"Танас Дочоолу,",0,0,0,0,0,0,1
"които имат пълна преданост и коленопреклонна вярност към ПРЕСТОЛА И ДИНАСТИЯТА НА НЕГОВО ЦАРСКО ВИСОЧЕСТВО ЛЮБИМИЙ НИ КНЯЗ ФЕРДИНАНД I-Й и които вярно ще поддържат днешното ни патриотическо правителство воглаве със сегашния президент-министър, ще спечелят вашето доверие.",0,0,0,0,0,0,1
"— Браво бе, Гуньо — провикна се бай Ганьо, — ти си бил цял Бисмарк.",0,0,0,0,0,0,1
— Че ти за прост ли ме мислиш? — обажда се самодоволно Гуньо.,0,0,0,0,0,0,1
"— Сега иди и дай това в печатницата да го напечатат с едри букви, ей таквиз!",0,0,0,0,0,0,1
— Ами пари?,0,0,0,0,0,0,1
"— Няма пари, ти му кажи тъй да го напечата, ако не, кажи му, че ще речем на Градския съвет и на другите канцеларии да не си печатат книжата у него. Разбра ли? Хайде сега — командува бай Ганьо.",0,0,0,0,0,0,1
"— Вий знаете ли — продължава бай Ганьо, — онези подали телеграма до министъра да му се оплачат, че управителят тръгнал по селата да агитира.",0,0,0,0,0,0,1
— Диванета! — обажда се Гочоолу.,0,0,0,0,0,0,1
— Ама какви! — допълня Дочоолу.,0,0,0,0,0,0,1
"— Министра чева не е света Богородичка, да ги послуша хемен така! Отговорил им: изборите са свободни, ха-ха-ха!...",0,0,0,0,0,0,1
— Ха-ха-ха! — кикотят се Гочоолу и Дочоолу.,0,0,0,0,0,0,1
"— Страшен дявол, да го вземе мътната. Свобода ли? На̀-а свобода! Ще видят те в неделя една свобода, че ще я помнят до живот. Хеле Граматиков! Той, горкия, не е виждал още наши избори. Да му излязат насреща ония ми ти влася, ония ми ти цигани с кръвясали очи, изпъкнали два пръста навън, ония пресипнали гърла, ония ми ти пояси до гуша; да му се облещят насреща, па да иде онзи глиган, Данко Харсъзина, отзаде му, па да извика само: „Дръжте го!“",0,0,0,0,0,0,1
— Ха-ха-ха! — кикотят се Гочоолу и Дочоолу със светнали от удоволствие очи.,0,0,0,0,0,0,1
"— Ли-бе-ра-ли! Кос-тен-ту-ция! Нa-а, костентуция! Те все се надяват на „окръжната телеграма“. Проглушили са ушите на хората с тази окръжна телеграма. Току я четат, току я сочат на света. Че се смяхме вчера с управителя в кафенето. Той, колкото за лице, накарал да напечатат тая пуста телеграма, разпратил я по кафенетата. Вчера седим с него в кафенето, гледаме онези, като си навели главите над една маса, като че овци пладнуват, четат ли, четат телеграмата, радват се, чуваме, шушнат си: „Свободни! Изборите свободни! Полицията няма да се меси!“ А ний с управителя кис-кис-кис! Аз го погледвам с едно око и му казвам на смях: „Ний сме сигур!“ Той като се закикоти и хоп — една мастика. Той се потупа по джеба — демек онова писмо, за свободата на изборите, смигне с око и каже: „Ний не сме сигур“, и кис-кис-кис! Хоп! Друга мастика... На-а-рязахме се богато!... Че като доде и Данко Харсъзина, че и други, и други, че като се затворихме в кафенето, че като викнах на цигуларите: хъ̀ сега! Изпокъсаха си кордите!... Мастиката му не е добра на Георгя, па и мезето калпаво; не вземе да направи краставички, ами дава кисела бамя!... Уф! Боли ме глава от вчера. Гочоолу, я налей още по една мастика.",0,0,0,0,0,0,1
— За махмурлук!,0,0,0,0,0,0,1
"— Остави се, че и довечера пак трябва да се пие. От тази вечер трябва да наредим хората по кръчмите.",0,0,0,0,0,0,1
"— Не е ли рано, бай Ганьо? — обажда се Дочоолу.",0,0,0,0,0,0,1
"— Не е рано то, утре е събота, остава да пият 36 часа. Не е рано! Тамам! Па най-сетне няма хемен все да пият. Ще се изреждат. Едни ще пият 5—6 часа, ще си почиват, други ще почнат. Наред, наред! Като се съберат веднъж, няма да се разотиват. Там ще пият, там ще ядат, там ще спят! Разбрахте ли?",0,0,0,0,0,0,1
"— Знаем ний, за пръв път ли правим избори! — обажда се Гочоолу.",0,0,0,0,0,0,1
"— Ти, Гочоолу, като минеш край Арнаутина, кажи му да приготви за тази вечер 300 оки хляб и да ги прати — 100 оки в Циганската махала при Топачоолу, 100 оки в Парцал махлеси в Гоговата кръчма и 100 оки долу, при хамалите. Ти, Дочоолу, замини край тези кръчми и кажи да почнат вече да дават от тази вечер вино, ракия. Повече ракия да им дава, чу ли? Па да им кажеш да не надписват много, че ги земват дяволите. По-онази година за нищо и никакво 2000 лева ни оскубаха, маскарите! Кажи им да си опичат ума, зере Градският съвет е наш! Замини и покрай касапите, кажи им, колкото имат мардалък, дроб, черва, кокали, нека ги съберат в един-два коша, че ще ги пратим по кръчмите да сварят на нашите по един казан чорба. Довечера управителят и околийският ще се завърнат от селата, аз ще ги зема с мене да пообиколим другите кръчми и кафенетата. Ще съберем от всичките канцеларии да пишат бюлетини; ще ги караме цяла нощ да пишат. Аз избрах хартия, таквази сивичка, жълтичка. Нашите бюлетини ще ги сгъваме като муски...",0,0,0,0,0,0,1
— Юч-кюшелии — пояснява Дочоолу.,0,0,0,0,0,0,1
"— Юч-кюшелии. Па трябва да пипнем няколко техни бюлетини, да видим каква им е хартията и как ги сгъват, та да накарам писарите да напишат 1000—2000 бюлетини на тяхна хартия с наши имена.",0,0,0,0,0,0,1
"— Страшен си дявол, бай Ганьо, изучил си ги тия пущини на пръсти! — казва с благоговение Гочоолу.",0,0,0,0,0,0,1
"— Хубава работа! Защо съм Ганьо Балкански, ако няма да зная и този занаят. Ти, господине мой, тури ме в която щеш околия и ми кажи когото щеш да ти избера. Едно магаре тури за кандидат, и магарето ще ти избера, майка му стара! Само дай ми околийския с жандармите и ми дай 1000—2000 лева. Да ти събера аз тебе, приятелю мой, ония ми ти синковци от кол, от въже, тъй 40—50 прангаджии и да ги наредя в две-три кръчми по краищата, да им подложа по ведро на глава, па да им извикам: „Хъ̀ бакалъм! Да живее България!“ Хе-е! Тука ли си, Пенке ле!... Като накървят ония ми ти изпъкнали очи, като почнат да вадят от поясите ония ми ти ножове, да ги бучат по масите, като дигнат една олелия с ония ми ти прегракнали, дрезгави гласове — страх да те побие! Па земи, че поведи през нощта тази страхотия през сред града... Опозиция ли?... Дяволът не може да ти излезе насреща! Прекарай ги край къщата на някой противник... Мале мила! Като разтворят ония ми ти гърла!... От един сахат място да ги чуеш, мравки ще запъплят под кожата ти, като на таралеж ще ти настръхнат косите!... Па свикай селските кметове и писари, па им светни с очи, па им скръцни със зъби, па им посочи тия синковци... Избиратели ли?... — И сянката им няма да видиш! Като ти кацнат от всяко село по 12 души общински съветници с кметовете барабар, като събереш чиновниците и писарите, постави по краищата жандарми да връщат другите селяни, окръжи бюрото с тия 40—50 катили, направи някоя шашарма, наблъскай в кутиите няколко снопа бюлетини и ето ти тебе магарето народен представител, ха-ха-ха!",0,0,0,0,0,0,1
"— Ха-ха-ха — отзоваха се Гочоолу и Дочоолу, — браво бе, бай Ганьо!",0,0,0,0,0,0,1
"— Тъй, ама само полицията не стига, трябва и бюрото да е твое — допълня Гочоолу.",0,0,0,0,0,0,1
"— И аз тъй мисля — придружава Дочоолу. — То е сега наше, ама казвам санким... Наистина бе, бай Ганьо, я разправи, моля ти се, как скопосахте това бюро?",0,0,0,0,0,0,1
"— Как ли? — отзовава се със самодоволна усмивка бай Ганьо. — Твърде просто! Нали избрахме окръжен съвет? Осем излязоха техни, четворица — наши. Накарахме да касират четворицата от техните, по-главните... Ама ще речете, че се дигнала гюрултия. Майната му! Додето я оправят — изборите ще свършат. Останахме четири техни и четири наши. Ама от техните оставихме само фукарите. Събрахме се да избираме постоянна комисия. Едного от техните разсилният не можа да го намери — сещате ли се?",0,0,0,0,0,0,1
— Ц... ц... ц...! — цъка Дочоолу. — Какъв ти Бисмарк! Бисмарк не може ти обърна чехлите!,0,0,0,0,0,0,1
"— Чакай де, какво си видял ти още? Па най-после само немците ли имат Бисмарк?... Нейсе: останахме, ефендим, трима техни, наши четворица, болшинство! Е, разбира се, нямаме жълто на гагата — комисията излезе цяла наша. Остави това, ами получиха се повече гласове за нашите, защото на двама от техните бяхме обещали поотделно, че ще ги изберем за член-секретари, и те, ахмаците, гласуват ли, гласуват за нашите... ха-ха-ха! Сега ходят из улиците като афионлии. Хеле единия от тях, влиятелен, дженабетина, по селата ний го зехме да агитира с нас, като му обещахме да го изберем за секретар, и той, диването, зе, че си напусна службата... Остави питомното, та гони дивото. Ахмак!... Дочоолу, я налей още по една мастика.",0,0,0,0,0,0,1
"Бай Ганьо процеди мастиката през мустаците си, избърса се с дланта, засука „тия пущини“ и продължи:",0,0,0,0,0,0,1
"— Сега да ви кажа как се избира бюро за изборите. Това става по жребий. Председателят на съда го тегли. Тъй се казва „по жребий“, ама аз мога да ти избера, когото искам. И твърде лесно: ако пуснеш билетчетата в чаша, да могат отвън да се виждат, трябва да драснеш с мастило по една чертичка на пълните билетчета; ако ли пък са в кутия, трябва да вземеш по-дълбока кутия, да не се виждат отстрана билетчетата и ще наредиш пълните от една страна, празните — от друга. След туй остава ти само да пошушнеш на председателя, че „работата му е спукана“ и затова „да си отваря очите“... Извикат: Иван, Стоян, Първан! Трябва ли ти Първан? — земи пълно билетче. Не ти ли трябва Първан — земи празно билетче. Сиреч председателят тегли жребия...",0,0,0,0,0,0,1
— Пустия му бай Ганьо! И онези простаци намерили с кого да се борят. Тежко им — произнесе Гочоолу.,0,0,0,0,0,0,1
— И с тази глава да не станеш досега министър! — учудва се Дочоолу.,0,0,0,0,0,0,1
"— Нейсе, запуши я! — дума скромно бай Ганьо. — Нали ги знаеш българите!...",0,0,0,0,0,0,1
"На възток едва-едва се сипва зора и разсява бледна светлина във вътрешността на Гоговата кръчма в Парцал махлеси. Около трийсет отбор юнаци са натъркаляни по масите, по земята, върху столове; хъркане, като че трийсет тигъра са се сдавили, се чува от улицата и тревожи слуха на полицейския стражарин. От време на време някой от тия юнаци се повдига с полузатворени очи, прекрачва през труповете, набарва с ръце стомната и жадно гаси алкохолния огън, който спича стомаха му, гърлото, устата и напуканите устни; настъпаните от него в тъмницата мъртъвци се пробуждат и сипят псувни и клетви с пресипнали, засъхнали гърла. Смрад! Геенски смрад изпущат техните дихания и тровят и без туй отровения въздух в кръчмата, напоена от изпаренията на тази маса мрачни герои.",0,0,0,0,0,0,1
Гочоолу и Дочоолу са будни вече и пият кафе в Келеш Хасановото кафене. Време е вече да се разбудят спящите лагери на избирателната войска. Ето ги вече пред Гоговата кръчма. Отварят вратите и една вълна удушлив смрад ги отблъсква назад.,0,0,0,0,0,0,1
— Пфуу! Да ги земе дявола! — вика със задавен глас Гочоолу и си запушва носа.,0,0,0,0,0,0,1
"— Чесън ли са яли, кой знай! — процежда с кисела гримаса Дочоолу и си запушва също носа.",0,0,0,0,0,0,1
През отворените врата нахлува чист въздух в кръчмата и дава възможност на не дотам чувствителната двоица да проникне вътре.,0,0,0,0,0,0,1
"— Още ли спите бе, говеда. Ставайте скоро! — командува авторитетно Гочоолу и почва с крака да разритва пияната команда.",0,0,0,0,0,0,1
"— Гого, дай им по една ракия да си отворят очите — допълня Дочоолу.",0,0,0,0,0,0,1
"Гого става лениво от леглото си, Протяга се, прозява се, дръгне се по изпотените места и почва неохотно да рови между шишетата и чашите. Ракията, наляна, той поднася на непробудените юнаци.",0,0,0,0,0,0,1
"— Ставай бе, магаре, на, плюскай! Стига се прозява като куче. Я си виж очите — като циреи изпъкнали! Хайде гълтай!",0,0,0,0,0,0,1
"С такива любезности, подпомогнати и с енергически ритници, Гого обхожда вдървените от пиянство гости и им поднася ракия, за да ги свести. Сам-там по някой ще изръмжи в протест на Гоговите ритници, друг ще облещи насреща му свирепи, накървавени очи, а някой даже ще направи опит да рипне и хване дръжката на рибарския нож, забоден на пояса му. Тези страшни движения вливат възторг в душите на Гочоолу и Дочоолу. Те си шепнат:",0,0,0,0,0,0,1
"— Дочоолу, я виж онзи мъжага там, в кьошето, с превързаното око, познаваш ли го?",0,0,0,0,0,0,1
"— Как да не го познавам — Петреску, дето удави баща си в блатото! Знам го! Пази боже да му се паднеш на зъба! Видиш ли какъв е нож затъкнал! Ами ти познаваш ли оногова там, под тезгяха?",0,0,0,0,0,0,1
"— Онзи дебелия, дето си превързва раната на крака ли?",0,0,0,0,0,0,1
"— Не, другия, с раздраните уста.",0,0,0,0,0,0,1
"— Не ми иде на ум... Ха, чакай, не беше ли то на Серсем Пеца копелето, дето обра черквата?",0,0,0,0,0,0,1
"— Не е. Серсем Пециното е онова там, дето лежи до хайдук Бонча, а пък туй е на Данко Харсъзина внуче. Бай Ганьо го прати тука да следи тези хаймани да не би да ги подлъжат   д р у г и т е.   Страшен хайдучага! Нали той открадна онази вечер един сноп от   т е х н и т е   бюлетини.",0,0,0,0,0,0,1
— Браво!,0,0,0,0,0,0,1
"— Ти знаеш ли за какво го отредихме него? Като нахълтаме около бюрото, ако би че дойдат от техните, туй хлапе ще хване Никола Търновалията за яката и ще почне да вика: „Дръжте го! Тоз попържа княза! Княза псува, дръжте го!“ Тогаз Петреску и Данко Харсъзина ще грабнат Никола и ще го изхвърлят навън. Полицията ще го поемне и — в дранголника. Техните ще искат да го отърват, ний — насреща им. Ще стане сблъскване. Ще нахлуй полицията и ще ги разгони като пилци. То е наредено.",0,0,0,0,0,0,1
— Ами Лулча и Граматикова кой ще ги пипне?,0,0,0,0,0,0,1
— Че ти тях за хора ли ги смяташ? Един Топачоолу да им се облещи насреща — ще изфирясат.,0,0,0,0,0,0,1
"Такъв разговор водят Гочоолу и Дочоолу, като наблюдават с възторг ленивото пробуждане на тези трийсет от кол, от въже събрани тъмни личности, на които днес предстои задачата да сплашат, да изгонят, да всеят ужас и трепет около изборното място и да накарат и без туй сплашеният българин да се откаже от своето едвам съзнато право да упражнява свободната си воля в управление на държавата. Такъв разговор водят Гочоолу и Дочоолу, като гледат тези трийсет страшни фигури, обезобразени, подпухнали, с изпъкнали кръвясали очи, изранени, издраскани, с широки пояси, с ножове на поясите, със свирепост на лицата, с престъпни конвулсии в движенията, гледат ги те и предвкушават сладостта на избирателната победа.",0,0,0,0,0,0,1
"Всички наемници бяха вече на крак, когато откъм циганската махала се зачу музика... Музика! Да описвам ли тази музика, която цяла нощ се е подвизавала в кръчмата на Топачоолу, пред която самият кръчмар се е кълчил и пял: „Вангелито чевре шило, на чеврето съгрешило, я гръмни, боже, удари ме и по-скоро прибери ме.“ Да описвам ли на крака заспалия цигулар с цигулка, лениво опряна едва ли не на корема му? Да ви казвам ли за кларнетиста, който или съвсем не свири, или пък като бесен ще надуе кларнето, ще надуе лицето си, ще изпъкнат жилите на шията му, ще изпъкнат кръвясалите му очи и струва ти се, че още малко напън, и една страшна епилепсия ще смае слушателите? Не, няма да ви описвам музиката, защото мисля за достатъчно да ви кажа само, че тези музиканти бяха а̀ la бай Ганьо.",0,0,0,0,0,0,1
"Музиката свиреше Печенежкия марш... Всред прекъсваните звукове един див, един смесен рев разцепи въздуха. Цял облак птички плашливо напуснаха дърветата и стрехите на Парцал махлеси. Ако една войска от гладни лъвове би имала насреща си войска от раздразнени тигрове и при един сигнал би се впуснали тия войски една срещу друга, ревът, който ще разкърти бойното поле, би бил подобен на дивия рев, който сега изплаши обитателите на циганската махала и Парцал махлеси. Това беше едно „ура“ от наемниците, събрани от Данко Харсъзина. Ето ги, показват се откъм завоя на улицата и се изсипват на площада.",0,0,0,0,0,0,1
"Музиката напред, зад музиката циганите и хамалите. Начело, дигнат на ръце, със засукани мустаци, с накривена шапка... кой мислите? — Сам бай ви Ганьо Балкански. Даже и при този тържествен момент бай Ганьо не се забравя: той държи ръцете в джебовете си: „Хелбетя, ще бръкне някой хайдучага — отиде кесията. Нали си знам стоката.“ Едно второ „ура“, в състояние да събуди и мъртвите, оглуши ушите на Гоговата тайфа, която се изтърси от кръчмата на мегдана и отговори с една канонада: „Да живее бай Ганьо!“",0,0,0,0,0,0,1
"— Добрутро, момчета — извика снизходително сияющият бай Ганьо.",0,0,0,0,0,0,1
"Една попара от трийсет пресипнали ""добро утро"" се отзова на неговия поздрав.",0,0,0,0,0,0,1
"— Кураж, момчета, силата е с нас — ободрява бай Ганьо с тона на Наполеона пред Аустерлиц. — Я чувай ти, Данково унуче, ти помниш ли какво ти казах: като видиш зор, хвани Търновалията за яката, па викай: „Княза попържа.“ Разбра ли?",0,0,0,0,0,0,1
"— Знам аз — обажда се весело от строя Данковото унуче. — А пък ти, Данко, и ти, Петреску...",0,0,0,0,0,0,1
— Знаем ний... с главата надолу — каза Петреску с пълно съзнание важността на задачата си.,0,0,0,0,0,0,1
"— Браво! Ами я чувай, Петреску, аз искам от тебе още един мурафет: като се сбийте с избирателите, ти ръгни с ножа само двама-трима, колкото да ги сандърдисаш, па земи, че хвърли ножа настрана, па земи, че си съдери ризата на гърдите, па подир земи, че си разкървави кожата, разбра ли? Па вземи, че си нацапай лицето с кръв, разбра ли? Па подир туй земи да викаш, че гражданите искали да те заколят, защото си викал: „Да живей княза“, разбра ли?",0,0,0,0,0,0,1
"— Разбрах, ама ще ми дадеш още пет лева за кан-парасъ.",0,0,0,0,0,0,1
"— За пари — лесно, ти само направи, каквото ти думам — успокоява го бай Ганьо.",0,0,0,0,0,0,1
"Изпратените на рекогносцировка от циганската махала към избирателното място разведчици Адамчо Кокошарина, Спиро Копоя и Топал Мустафа пристигнаха бързешката на площада и съобщиха на бай Ганя, че около три хиляди селяни през разни пътища пристигнали в града и хората на Търновалията им раздали бюлетини. „Околийският каза да бързате, че работата е спукана.“",0,0,0,0,0,0,1
"— Да го вземат дяволите твоя околийски! — изкрещя бай Ганьо. — За какъв бяс го назначихме началник, ако не може едни селяни да сандърдиса. Началник! Краставици! Той знае само да закача селянките. Дурак! Защо не е пратил жандарми по краищата? Наплюскал се е магарето, че забравил какво трябва да върши. Тичай скоро да му речеш да сбере конните жандарми и да ги пусне в кариер през сред града, разбра ли? През сред града, като хала да хвърчат, чу ли? Па и ний оттука да му теглим едно „ура“, та да видим кой селянин ще ни излезе насреща. Тичай скоро!",0,0,0,0,0,0,1
"— Гого, дай тука ракия — командува бай Ганьо. — Плюскайте, мама му стара, аз плащам. Цигуларите защо мълчат? Чалънъз бе, ченгенелер! Надуй кларнето бе, какво ме зяпаш като говедо? Хъ̀ така! И-и-их-ха-ха!",0,0,0,0,0,0,1
"— Данко, раздай сега на всекиго по един сноп бюлетини! Хайде сега, момчета, напред. Кураж! Да живее Негово Царско Височество, урааа!...",0,0,0,0,0,0,1
— Ураааа!...,0,0,0,0,0,0,1
И тръгнаха... избирателите!,0,0,0,0,0,0,1
"Иваница Граматиков, кандидатът на опозицията, се събуди в шест часа сутринта. Облече се, пи си кафето и излезе на високата веранда пред къщата. Слънцето, едва-що изгряло, отражаваше се в купола на църквата и в обърнатите към изток прозорци. Тържествующа изглеждаше цялата природа. Всъщност природата си оставаше също тъй равнодушна, каквато си е винаги, а тържествующа бе само душата на кандидата.",0,0,0,0,0,0,1
"Млад, образован, малко идеалист, повече мечтател, с любов в сърцето, с вяра в доброто, с надежда на бъдещето, той не беше още кален в действителността, в живота. Безгрижен до самозабравяне, непоправим оптимист, привикнал на всичко да гледа от добрата му страна, той беше доверчив до наивност, до глупост.",0,0,0,0,0,0,1
"Няколко приятели му предложиха кандидатурата за народен представител; едно събрание от граждани прие съчувствено тая кандидатура и Граматиков помисли, че всичко е вече свършено, и плувна в мечти за предстоящата деятелност в Народното събрание. Рукна по България мед и масло. Но някои други подробности, някои предшествующи избора приготовителни действия на неговите приятели, действия, непредвидени в избирателния закон, като че хвърляха сегиз-тогиз сянка върху неговите сладки мечти. Защо трябваше сега той да излага своята програма пред избирателите, като че не можеше и да се мине и без това. Защо трябваше да изпитва толкова неловки минути, да отговаря, да обещава съдействие за удовлетворение на нужди, интересующи може би само запитвачите. Той като че беше поверил целия свой интелект на окръжающия го щаб приятели! Те му казаха, че трябва да държи реч, и той държа реч. Те му казваха, че трябва да приеме селските кметове и да им говори любезно, и той приемаше в къщата си кметовете и писарите и им говореше тъй любезно, щото селяните си навеждаха очите и едва ли го разбираха. Те си изказваха нуждите, той държеше бележки и чистосърдечно казваше кое може да се удовлетвори, кое не за крайно неудоволствие на селяните, привикнали да им се обещават златни гори. Той трябваше да участвува в събранията на видните граждани, в които събрания се определяха и разпределяха агитаторите за селата и за градските махали. Гражданите спорят, шумят, той седи настрана и мълчи, като че това не се касае до него. Тази глупава пасивност го тревожи, той отвори уста да каже нещо, да възрази, но някой от щаба ще го хване за ръката и ще му каже с бащински покровителствен тон: „Ти мълчи, стой си настрана, ти още не разбираш тия работи.“ И той млъкваше покорно и се вслушваше в солидните и самоуверени разговори на почтените граждани. „Нима̀ винаги така стават изборите — мисли той — или това може би сега почва, от новата епоха.“ Той побутва едного от спорещите и му шепне на ухото: „Моля ви се, винаги ли така стават изборите?“ Спорещият, залисан в друг разговор, погледва го като през мъгла и му каже засмян, наставнически: „Остави сега това друг път; ти не разбираш от тия работи, стой си настрана: работата е наред.“",0,0,0,0,0,0,1
