Source File,Content,Translated Content
05_people_power.csv,"როგორ შეიძლება, ქვეყანა უერთდებოდეს სანქციებს, როდესაც ამით ვერავითარ შედეგეს, თუნდაც დამკვეთისათვის, ვერ მიიღებ? როგორ წარმოგიდგენიათ ქართული სანქციებით რუსეთის ეკონომიკის დანგრევა? ჩვენი ოპონენტები აყენებენ საკითხს, რომ სოციალური მდომარეობის გაუმჯობესებისათვის უნდა გადაიდგას აქტიური ნაბიჯები, პენსიები და ხელფასები უნდა გაიზარდოს, სამუშაო ადგილები უნდა შეიქმნას, ტურიზმი უნდა განვითარდეს და ა.შ. პირდაპირ ციფრებად აქვთ წარმოდგენილი წინადადებები. მაგალითად, გახარიას პარტიის წარმომადგენლებმა შემოიტანეს ინიციატივა, რომ მინიმალური ხელფასი უნდა იყოს 1050 ლარი. „ლელო“ აყენებს საკითხს, რომ 1 000 ლარამდე გაიზარდოს პენსია და ეს ყველაფერი სანქციების ფონზე უნდა მოხდეს? ომის ვითარებაში ეს ხომ წარმოუდგენელია?!","How can a country join sanctions when it can’t achieve any results, even for the customer? How do you imagine the destruction of the Russian economy through Georgian sanctions? Our opponents raise the issue that active steps should be taken to improve the social situation, pensions and salaries should be increased, jobs should be created, tourism should be developed, etc. They have presented their proposals directly in numbers. For example, representatives of the Gakharia party have introduced an initiative that the minimum wage should be 1,050 GEL. “Lelo” raises the issue that the pension should be increased to 1,000 GEL and all this should happen against the backdrop of sanctions? Isn’t this unthinkable in a war situation?!"
05_people_power.csv,"ეს არის თვალთმაქცურად კეთილშობილური განცხადებები. ზოგს წამოსცდება ხოლმე, რომ სჯობს, ცხელი ბომბები ცვიოდეს, ვიდრე მშვიდობა იყოს საქართველოში. განვითარება და ომი – ეს ორი რამ შეუთავსებელია. საქართველო თავისი იმპროვიზაციული პოლიტიკით, ფაქტია, რომ სწორად მიდის.","These are hypocritically noble statements. Some people sometimes think that it is better for hot bombs to fall than for there to be peace in Georgia. Development and war are two incompatible things. Georgia, with its improvisational policy, is on the right track."
05_people_power.csv,"შედარებისთვის, უკრაინაში დღეს არავინ ფიქრობს პენსიების მომატებაზე, სკოლების და საბავშვო ბაღების აშენებაზე. უკრაინაში მხოლოდ ერთი საფიქრალია, რამენაირად გადარჩეს ოჯახის ესა თუ ის წევრი. 10 მილიონზე მეტი ადამიანია უკვე დევნილადაა ქცეული, ეკონომიკა განადგურებულია.","For comparison, in Ukraine today no one is thinking about increasing pensions, building schools and kindergartens. In Ukraine, there is only one thing to think about: how to somehow survive this or that family member. More than 10 million people have already been displaced, the economy has been destroyed."
05_people_power.csv,"ჩვენთან კი ბოლო ერთი წლის განმავლობაში ტურიზის მაჩვენებელმა მოიმატა. 4,4 მილიარდი იყო 2024 წელს, 2025 წელს კი დაფიქსირდა 4,7. ინვესტიციები იზრდება, ქვეყნის ეკონომიკა 100 მილიარდამდე გაიზარდა. სწორედ, აი, აქ არის იმის შესაძლებლობა, რომ ინფრასრუქტურა განვითარდეს, შემოვიდეს ინვესტიციები და კიდევ მეტი ტურისტი. შემდეგ უკვე შესაძლებლებელი იქნება პენსიების უფრო სწრაფად მატება, სამუშაო ადგილების მეტი ინტენსივობით შექმნა – ბოლო პერიოდში 40 ათასით გაიზარდა.","In our country, tourism has increased over the past year. It was 4.4 billion in 2024, and in 2025 it was 4.7. Investments are growing, the country's economy has grown to 100 billion. This is where the opportunity is for infrastructure to develop, investments to come in, and even more tourists. Then it will be possible to increase pensions more quickly, create jobs more intensively - recently it has increased by 40 thousand."
05_people_power.csv,"იმას კი არ ვამბობ, რომ ყველაფერი იდეალურად არის, მე ვამბობ, რომ ამ ურთულეს პერიოდში ასეთი პოლიტიკით არათუ მშვიდობა შევინარჩუნეთ და ომი ავიცილეთ, არამედ ყველა მიმართულებით შევძელით, რომ არის უკეთესი, ვიდრე იყო გუშინ, მაგრამ ეს საკმარისი არ არის და კიდევ უკეთესი გვინდა“, – განაცხადა დიმიტრი ხუნდაძემ.","""I'm not saying that everything is perfect, I'm saying that in this most difficult period, with such a policy, we not only maintained peace and avoided war, but we also succeeded in all directions. It's better than it was yesterday, but it's not enough and we want even better,"" said Dimitri Khundadze."
06_tbilisi_offers_free_metro.csv,1tv_news6,1tv_news6
06_tbilisi_offers_free_metro.csv,აღდგომის დღესასწაულთან დაკავშირებით თბილისში მეტროთი და ავტობუსით მგზავრობა უფასო იქნება,Tbilisi metro and bus travel will be free on Easter
06_tbilisi_offers_free_metro.csv,"14:24, 10.04.2026","14:24, 10.04.2026"
06_tbilisi_offers_free_metro.csv,აღდგომის დღესასწაულთან დაკავშირებით თბილისის მეტრო 12 აპრილის 04:00 საათამდე იმოძრავებს და 11 აპრილის 23:00-დან 12 აპრილის 04:00 საათამდე მგზავრობა უფასო იქნება. ინფორმაციას თბილისის მერია ავრცელებს.,"In connection with the Easter holiday, the Tbilisi Metro will operate until 04:00 on April 12, and travel will be free from 23:00 on April 11 to 04:00 on April 12. The information is being released by the Tbilisi City Hall."
06_tbilisi_offers_free_metro.csv,"ამასთან, დედაქალაქის მერიის გადაწყვეტილებით, 12-13 აპრილისთვის დაწესდა ავტობუსის ცხრა დროებითი მარშრუტიც.","In addition, by decision of the Tbilisi City Hall, nine temporary bus routes were established for April 12-13."
06_tbilisi_offers_free_metro.csv,"„ავტობუსები მგზავრებს 08:00-დან 20:00 საათამდე მუხათგვერდის, ვაშლიჯვრის, კუკიის, ახალი კუკიის, მახათას, საბურთალოს, ღრმაღელის, ველისა და ვარკეთილის სასაფლაოების მიმართულებით გადაიყვანენ.","""Buses will transport passengers from 08:00 to 20:00 to the Mukhatgverdi, Vashlijvari, Kukiya, Akhali Kukiya, Makhata, Saburtalo, Grmageli, Veli and Varketili cemeteries."""
06_tbilisi_offers_free_metro.csv,"ავტობუსები იმოძრავებენ მეტროსადგურებიდან: „მარჯანიშვილი“, „დელისი“, „სარაჯიშვილი“, „ვარკეთილის“ მიმდებარე ტერიტორიიდან, ასევე, „დიდუბის“ ზედა გასასვლელიდან, სადგურის მოედნიდან („თბილისი ცენტრალის“ პირდაპირ), ბესარიონ ჭიჭინაძის ქუჩიდან (კორპუსი N25-ის პირდაპირ) და ვარკეთილის III მასივიდან – შუამთისა და აბაშვილის ქუჩების გადაკვეთიდან.","Buses will operate from the following metro stations: ""Marjanishvili"", ""Delisi"", ""Sarajishvili"", ""Varketili"" from the surrounding area, as well as from the upper exit of ""Didube"", from the station square (directly from Tbilisi Central), from Besarion Chichinadze Street (directly from Building N25) and from Varketili III Massif - from the intersection of Shuamta and Abashvili Streets."
06_tbilisi_offers_free_metro.csv,"აღნიშნული მარშრუტების ავტობუსებით მოქალაქეები ორი დღის განმავლობაში უფასოდ ისარგებლებენ“, – აღნიშნულია თბილისის მერიის ინფორმაციაში.","""Citizens will be able to use the buses on these routes free of charge for two days,"" the Tbilisi City Hall statement states."
07_trailers_and_semi-trailers.csv,1tv_news7,1tv_news7
07_trailers_and_semi-trailers.csv,ნაქერალას უღელტეხილსა და საჩხერე (სარეკი)-უზუნთა-შქმერი-ზუდალის გზაზე მისაბმელიანი და ნახევრად მისაბმელიანი ავტოტრანსპორტის მოძრაობა აკრძალულია,The movement of trailers and semi-trailers is prohibited on the Nakerala Pass and the Sachkhere (Sareki)-Uzunta-Skhmeri-Zudali road.
07_trailers_and_semi-trailers.csv,"09:23, 10.04.2026","09:23, 10.04.2026"
07_trailers_and_semi-trailers.csv,თოვის გამო შიდასახელმწიფოებრივი მნიშვნელობის ქუთაისი (მოწამეთა)-ტყიბული-ამბროლაურის საავტომობილო გზის კმ39-კმ60 (ნაქერალას უღელტეხილი) მონაკვეთზე და საჩხერე (სარეკი)-უზუნთა-შქმერი-ზუდალის გზაზე დროებით აკრძალულია მისაბმელიანი და ნახევრად მისაბმელიანი ავტოტრანსპორტის მოძრაობა.,"Due to snowfall, the movement of trailers and semi-trailers is temporarily prohibited on the section of the national importance Kutaisi (Motsameta)-Tkibuli-Ambrolauri highway km39-km60 (Nakerala Pass) and the Sachkhere (Sareki)-Uzunta-Shkmeri-Zudali road."
